Lorentz_N=1;	Lorentz_N=2;	Lorentz_N=10;	Lorentz_N=100
-1.05339e-01;	1.33640e+00;	7.01936e+00;	9.19506e-01
1.14404e-01;	7.40269e-02;	1.72790e+01;	4.11133e-01
3.16830e-01;	1.83397e-01;	7.05077e-02;	-9.92980e-02
1.41089e+00;	3.01407e-01;	-3.39943e-01;	2.32831e-01
-9.20234e-02;	1.49960e+00;	-6.92757e-01;	-1.40926e+00
1.79674e-01;	-7.19372e-01;	-9.67839e-02;	-7.57395e-01
-5.52485e-01;	-1.96319e+00;	8.11339e-01;	-2.43556e-01
-1.03137e+00;	5.56748e-01;	-4.81652e-01;	1.76110e-01
-2.42282e+00;	-4.92431e-01;	-3.61314e+00;	-8.93854e-01
9.05211e-01;	-3.58681e-01;	-3.80748e-01;	-1.08488e-01
1.44818e-01;	-6.75296e+00;	7.69824e-01;	1.09114e+00
-5.75283e-01;	1.12280e+00;	-6.61248e+00;	-2.19314e-01
7.93354e-01;	-5.16406e+00;	-6.28637e-01;	2.69554e+00
9.69521e-01;	-1.06282e+00;	-7.38539e-01;	2.05685e+00
1.64407e-01;	5.17815e-01;	-1.93421e+00;	2.16110e+00
-1.09115e+00;	2.00226e+00;	-2.12008e+00;	-3.81658e-02
7.97306e-01;	1.40793e+00;	-1.38171e-01;	1.28931e+00
1.54606e+00;	-2.31621e+00;	-3.95745e+00;	5.86806e-01
3.83163e-01;	-1.43762e-01;	3.99915e-01;	-2.12234e+00
8.29209e-01;	-1.37698e+00;	-3.18999e-01;	4.32470e-01
3.22632e+00;	5.48469e-01;	-6.69609e-01;	-6.93526e+00
-3.60375e-01;	2.50328e+00;	-1.65294e+00;	-1.01955e+00
2.81474e-01;	3.25976e+00;	-6.65852e-01;	1.85156e-01
4.08202e+00;	-3.29570e+00;	2.03790e+00;	1.74466e-02
-4.46851e-01;	3.50436e-01;	2.36138e-01;	-5.58647e-02
1.46671e-01;	6.59777e-02;	9.14505e-01;	-4.91008e-01
1.32447e+00;	1.05650e+00;	-3.13715e-01;	2.76198e-01
-8.94865e-01;	1.37552e+03;	-4.53622e-03;	5.15805e-01
4.52104e+00;	6.02383e-01;	-3.61675e-01;	-1.02531e+00
3.25061e-01;	3.27157e+00;	-2.30998e+00;	-1.81024e-02
3.40128e-02;	-1.70059e-01;	2.74158e+00;	1.14044e+00
-9.02895e+00;	-1.24077e+00;	-4.80767e-02;	-1.25225e+00
-2.88087e-01;	-2.57856e+00;	-3.11974e-01;	3.77200e-01
9.39589e-01;	-2.73986e-01;	-3.60334e-01;	-1.44791e+01
-5.86667e-01;	-4.28374e-01;	7.60841e+01;	2.71494e-01
-3.13065e-01;	-3.56398e+00;	1.45694e+00;	1.51099e+00
-3.50481e-02;	-3.49188e+00;	1.61572e-01;	6.19627e-01
1.05714e+00;	1.05373e-01;	-5.12077e-01;	-6.48727e+00
-3.47758e-01;	-7.09772e-01;	-2.29864e+00;	-4.59617e+00
-2.20178e-01;	4.09951e-01;	-1.01132e+00;	4.76857e+00
3.51179e+00;	4.42373e-01;	3.36558e-01;	1.03616e+00
-1.50012e+00;	2.87256e-01;	2.48695e+00;	5.45869e-01
-4.25653e+00;	2.07597e+00;	-2.76969e+00;	1.06187e+00
2.15649e-01;	-1.13456e-01;	-1.30500e+00;	-4.06957e-01
-9.04081e-01;	1.46775e+00;	-9.47463e+00;	-5.10808e-01
-2.86346e-01;	-1.71319e+00;	1.32231e+00;	-5.30294e+00
-9.61959e-01;	2.62370e+00;	-4.17159e-01;	3.61589e+00
4.35871e-01;	6.75035e-01;	9.47596e+00;	2.43666e+00
-3.88486e+00;	-3.72949e+01;	1.39590e+00;	-8.74571e-01
6.10359e+00;	-5.19453e+00;	-8.51616e-01;	1.50250e+00
-6.91964e+00;	8.38488e-01;	6.43532e+00;	-6.15726e-02
-1.98182e+00;	1.21930e+00;	-2.43111e-01;	1.63456e+01
-7.41156e-01;	-1.82815e+00;	1.81342e+00;	5.13951e-01
2.80380e-01;	2.09799e+00;	-8.66408e+00;	2.63218e+00
-2.49182e-01;	-6.42009e-01;	-2.09698e+00;	5.63917e-01
8.48962e-01;	7.86528e-01;	-3.89878e-01;	-9.78890e-01
1.03299e+00;	6.08818e-03;	2.95091e-02;	-1.43161e+00
1.17205e+00;	6.61792e-01;	-1.26142e+00;	1.95472e+00
-7.34755e-01;	-1.27593e+00;	-4.23760e-01;	1.13744e+00
-1.02467e+00;	8.70093e-01;	1.24642e-01;	1.91275e+00
4.03025e-01;	1.61939e+00;	1.50310e+01;	3.88185e-01
1.89166e+00;	-1.62307e-01;	4.35634e-01;	7.21097e-01
-1.03201e+00;	-1.28438e+00;	-3.00277e-01;	-6.16535e-01
2.56661e+00;	-5.90366e-01;	-4.66278e-02;	7.36932e-01
4.23007e-01;	8.45250e-02;	-2.33575e-01;	-1.80943e+00
-1.85507e-01;	-3.87185e-01;	7.95631e-01;	-4.45030e-01
-1.57670e+00;	9.81831e-01;	5.83582e+00;	8.61930e-01
9.62510e-01;	-2.30527e-01;	4.38383e+01;	-4.15723e-01
-5.96845e-01;	5.27039e-01;	-4.42965e-01;	8.52602e-01
-6.44582e+00;	4.29687e+00;	-3.31717e-01;	-1.61434e+00
-6.02190e+00;	8.18596e-01;	-4.29445e-01;	8.34005e-02
1.40313e+00;	9.51107e-01;	-9.46929e-01;	2.77994e+00
1.42622e+00;	8.51396e-01;	4.21039e-01;	4.70759e-01
5.68111e-01;	4.79291e-01;	2.80969e-01;	6.82057e-01
-7.65274e-01;	2.64868e+01;	-1.03677e+00;	-4.39301e+00
-1.32544e+00;	3.11230e+00;	5.18167e-01;	-9.18283e-01
-1.46266e-01;	-2.78604e+00;	-1.12276e-01;	8.99717e-01
-2.63502e-01;	8.67841e-01;	-4.14995e-01;	-3.82923e-01
9.57223e+00;	-1.89453e+00;	2.82169e+00;	7.01571e+01
2.06608e+00;	1.28812e+00;	-3.03074e-02;	-4.62418e-01
6.50848e-01;	3.28854e-01;	1.28874e-01;	8.41411e-01
1.87646e+01;	2.01495e-01;	-2.10741e-01;	1.28626e+00
-2.65189e-01;	2.49619e+00;	3.82738e-01;	-4.94027e-01
-2.18787e-01;	1.05171e+00;	-1.58942e+00;	6.07654e+00
-6.63228e+00;	9.57959e+00;	-2.45846e-01;	-4.74927e-01
1.02653e+00;	-1.29582e-01;	-7.79151e+00;	-1.13306e+00
-3.72424e+01;	1.27535e+00;	3.64207e+00;	-1.25325e+00
-2.55264e-01;	-2.26073e+01;	-6.57595e-01;	3.92039e+01
2.36958e+00;	1.24421e+00;	1.87065e+00;	1.10859e+00
-8.18317e-02;	-1.37934e-01;	6.59941e-01;	4.47159e-01
6.49531e-01;	-1.09009e+00;	-2.26795e+01;	7.61575e+00
-1.75398e+00;	8.07148e-01;	-4.42104e+00;	1.72989e+01
1.39030e+01;	1.49619e+00;	-8.62637e-01;	-1.12897e-01
3.07002e+00;	5.13581e+00;	-3.44970e+01;	-1.32804e+01
2.59550e-01;	-3.97544e+00;	-3.32676e+00;	4.18877e-02
1.11064e+01;	7.24320e-01;	3.63982e+01;	2.97614e-01
-1.50367e+00;	-2.38679e-01;	1.54288e+00;	-1.56362e-02
-1.63147e-02;	7.24491e-01;	-4.19487e+00;	1.01371e-01
-2.31424e+00;	-1.04382e+00;	-5.07693e-02;	1.30889e-01
-3.22887e-01;	9.68505e-01;	-2.44522e-02;	-9.83313e-01
9.52976e-01;	-1.10890e+00;	-3.97534e-02;	1.20312e+00
-1.25432e-01;	1.15550e+01;	7.60279e+00;	-2.60383e-01
-4.90972e+00;	-6.34098e-02;	1.34665e+01;	1.59334e+01
1.89060e+00;	2.44337e+00;	-7.07619e-01;	-3.67019e-01
-4.85863e-01;	-1.22610e+00;	-9.83972e-02;	8.66875e-02
1.22096e+00;	3.26477e-01;	-3.42380e-02;	-2.99802e-01
7.21160e-01;	-1.99881e-01;	-1.42273e-02;	-2.91819e+01
-4.49528e+01;	4.62737e-01;	-1.89897e-01;	1.39523e+00
8.72669e-01;	-1.78654e+00;	-8.16307e-01;	1.78687e+01
3.69340e-01;	-4.83665e+00;	-2.88538e+00;	7.04678e-01
1.43493e+00;	2.26419e+00;	-4.07983e+00;	3.76867e+00
-9.17760e-01;	-1.60461e+00;	1.29027e+00;	-2.33934e+00
-1.00646e+00;	-7.90750e-01;	3.98090e+00;	-5.96151e+00
-1.70035e+00;	-2.24066e+00;	1.13759e+00;	2.10792e+00
-1.82302e-01;	3.23047e+00;	1.81118e+00;	-7.88098e-01
1.13527e+01;	-4.07131e-01;	4.45716e-01;	1.06511e+00
2.86149e+00;	3.38038e+00;	2.12971e-02;	-2.07511e+00
-2.62870e-01;	5.15381e+00;	4.52257e+00;	9.95855e-01
-7.01411e-01;	-6.95962e-01;	-4.54223e+00;	-8.43139e-01
-1.23155e+00;	1.04669e+00;	-5.58338e-01;	8.84015e-01
4.44292e+00;	-5.99875e+00;	1.00974e+00;	2.14277e+00
7.61196e+00;	4.39665e-01;	6.81703e-01;	1.16920e-02
-9.35272e-02;	-4.74288e-02;	-2.08259e+00;	-2.37038e-01
-1.05042e-01;	7.38284e+00;	1.42673e+00;	1.69329e+00
3.32935e+00;	4.01119e-02;	5.91391e-01;	-1.05603e+01
-8.59771e-02;	-1.10170e+00;	4.77079e-01;	3.21706e+00
1.47175e+00;	1.86037e+00;	1.33553e+00;	6.04628e-01
-3.44686e+00;	1.15706e-02;	-1.20083e-01;	-3.47784e-01
2.26129e+00;	1.38520e+00;	-1.70844e+00;	1.07235e-01
6.79595e-02;	2.99987e+00;	1.13343e+01;	5.89393e+01
1.49232e+00;	-3.09720e-01;	2.36044e-01;	3.21816e-01
-2.13784e+00;	9.13576e-01;	5.73839e-01;	3.48834e+00
-1.18984e+00;	8.90738e-01;	4.20854e-01;	3.37448e-01
6.22989e+00;	6.75673e-01;	-2.96146e-01;	-3.84251e-01
6.65854e+00;	1.85755e+00;	5.07940e+00;	-3.21009e+00
1.14792e-01;	2.76803e+00;	1.52871e+00;	-5.87244e-01
-7.70703e+00;	-6.68531e-01;	4.25998e-01;	-3.27401e+00
-2.48332e+00;	-3.59574e+00;	9.50887e+00;	-9.21668e-02
1.13823e+01;	1.32336e+01;	-1.39215e-01;	1.38148e+00
2.13752e-01;	-1.28246e+00;	-1.55481e+00;	1.13811e+00
-2.20491e-01;	1.04828e+00;	-1.87841e+01;	2.79579e+01
-2.34067e+00;	-8.42232e-01;	-6.76023e-01;	4.71269e-01
-5.82737e-01;	1.36881e+00;	6.40754e-01;	2.45139e+00
-8.09770e+00;	-1.09733e+00;	3.36334e-01;	-6.24743e-01
1.04598e-01;	-9.66521e-01;	-3.24686e-01;	4.12985e-01
-2.74240e+00;	-2.47337e+00;	-2.36984e-02;	-2.77446e-02
-6.72943e-02;	-1.15489e+00;	-2.18616e-01;	8.15798e-01
4.36040e-01;	-7.97089e-01;	5.13140e+00;	7.33127e+00
3.67205e-01;	2.64605e+00;	-2.00992e-01;	3.38690e-02
-4.79121e-01;	-9.29054e-02;	1.17330e+00;	4.53095e-02
-1.16479e+00;	-7.81058e-02;	-7.80028e-01;	-5.62704e-01
1.60442e+00;	-3.95362e-01;	1.04363e+00;	-2.90519e+00
6.38974e-02;	-1.75807e+00;	1.17422e+00;	6.24606e-01
6.41735e-01;	-6.26644e+00;	1.11423e+01;	1.87691e+02
-1.31162e+00;	2.76602e+00;	8.90909e-01;	4.13771e-01
8.44061e-01;	-1.14196e+01;	-2.07654e-01;	-1.11932e+00
-2.27685e+00;	2.52665e+00;	3.96384e-01;	8.03607e+00
-6.74721e+00;	-5.60437e-01;	2.94386e+01;	2.95132e+00
1.30119e+00;	-1.94644e-01;	1.55504e-01;	-1.36790e+00
-5.14740e-01;	1.32221e+00;	9.90056e-01;	-5.13695e+00
-7.69341e-01;	9.78683e-01;	5.65053e+00;	7.77650e-01
-1.84924e+00;	-9.50151e-01;	6.02269e+00;	1.14536e+00
5.67714e-01;	-8.98054e+00;	6.30262e-02;	-2.86600e-02
-1.84895e+00;	1.30632e-02;	4.88972e-01;	2.38230e-01
1.93296e-01;	-6.66197e-02;	2.02499e+00;	1.05325e+00
1.19224e+00;	9.84993e-01;	4.31039e-01;	1.39860e+00
-9.91701e-01;	-3.44559e-01;	8.43380e-01;	-6.18235e-01
-4.81751e-02;	6.74518e-01;	3.70844e+00;	-2.58214e-01
-2.92323e+00;	-2.36736e+00;	-6.27656e+00;	5.37428e+00
-1.35669e-01;	-1.43341e+00;	-9.31551e-02;	1.88176e+00
1.05896e+00;	2.30569e+00;	3.53756e-01;	6.40970e-01
4.12547e+00;	2.15653e+00;	3.51328e-01;	-1.52758e-01
-1.34326e+01;	5.22748e-01;	2.33820e+00;	-2.73201e-01
3.00532e+00;	-1.03501e+00;	-2.08876e-01;	-2.45324e+00
3.79154e-01;	8.92333e-01;	-6.15824e-01;	6.37130e-01
3.69896e-01;	5.48671e+00;	6.06731e-01;	-1.69379e+00
-6.85105e-01;	-3.85980e-01;	-5.25575e-02;	-1.30482e+00
1.19439e+00;	1.46790e-02;	-1.09907e+01;	7.66904e-02
2.58328e+00;	5.05316e+00;	1.26203e+00;	-8.76657e-02
-3.32596e+01;	-2.05433e-01;	-1.09546e+00;	1.46201e+00
-4.35517e-01;	6.02647e+00;	4.74828e-01;	2.38302e+00
-5.28828e+00;	-6.90105e+00;	-2.81086e+01;	9.11111e-01
-3.72451e-03;	-4.49066e-01;	-7.59084e+00;	3.11781e+01
-1.89830e-01;	5.22040e-01;	-8.06661e-01;	1.56581e-01
-1.48693e+00;	8.57513e-01;	-4.10672e+00;	-7.16310e-01
1.84259e+00;	2.27434e+00;	2.50905e+00;	8.83323e+00
-6.15879e-01;	-2.38945e+00;	-4.99157e-01;	-3.80147e+00
3.44225e+00;	-6.04225e+00;	-3.86538e-01;	-7.33322e-01
-4.35348e+00;	-8.97514e-01;	6.58751e-01;	-5.65985e-01
-3.41893e+00;	4.98947e-01;	-1.71296e+00;	-1.84102e+01
1.04135e-01;	3.69292e-01;	6.25044e-01;	4.89786e-01
-4.33103e+00;	-1.59180e-01;	-7.92245e-01;	3.32121e-01
1.27567e-02;	9.31947e-01;	-8.38497e-01;	2.93174e-04
-4.31947e+00;	-7.14253e-01;	-1.92429e-01;	1.23411e+00
-1.17272e+00;	9.58480e-01;	1.35198e+00;	-6.77059e+00
5.64230e-01;	-9.12994e-01;	3.04026e+00;	-5.62852e+00
8.60257e-01;	6.50499e-01;	3.53577e-01;	4.02165e-01
-7.62642e-01;	-1.47418e+00;	-3.59359e-01;	-1.33377e-02
9.53653e-01;	3.43330e-01;	3.23118e+00;	2.87452e-01
-1.35601e+01;	3.09769e-01;	9.67839e-02;	-6.13032e-01
3.06777e-01;	-4.47569e+00;	2.79962e-01;	6.43657e-01
3.66805e+01;	-2.17106e+00;	-1.29798e+00;	-8.33032e-01
-5.20844e-01;	1.18159e+00;	2.24302e+00;	-6.51285e-02
1.02287e+00;	3.60335e-01;	8.13415e+00;	4.35166e-01
-3.51835e-01;	-7.89196e-01;	1.34860e-01;	1.28843e+00
1.49132e+00;	1.58395e+00;	-1.06729e+00;	4.44479e-01
-4.07287e+00;	1.33817e+00;	-1.26759e+00;	-3.61753e+00
-8.54412e-01;	2.53836e-01;	6.80838e-03;	1.22270e+01
-7.65124e-01;	-1.75486e+00;	2.69762e+00;	2.62106e+00
1.23996e+00;	1.37659e+00;	1.65366e+00;	-1.64676e+01
7.26297e+01;	-1.33454e+00;	-1.82091e+00;	6.95771e-01
2.27877e-01;	-6.38072e-01;	3.28687e-01;	-3.46070e-01
2.48544e+00;	6.27816e-01;	-6.51321e-01;	-7.78004e-02
-4.34967e+00;	9.81195e-01;	-1.42811e-01;	-1.31978e+00
-8.44361e+00;	1.35944e+00;	2.54081e-02;	1.17747e+01
-1.21064e+00;	1.17716e-01;	2.64364e+00;	5.19166e-01
6.49853e-01;	-1.92849e-01;	-3.84982e+01;	-6.26893e-01
3.93951e-02;	1.27995e-01;	-9.27379e-01;	3.17642e+00
-4.33253e-01;	-5.42174e-01;	-1.62625e+00;	-2.75072e+00
1.11655e+00;	-6.65337e+01;	-1.15112e+00;	-2.19730e-01
-6.71175e-01;	1.64120e+00;	2.46700e+01;	1.67776e+00
-2.63249e-01;	-1.52403e+00;	1.17484e+00;	-4.12913e+00
-9.98259e+00;	-1.65876e+00;	-3.87899e-01;	4.07095e+00
-3.39868e-01;	4.75479e-01;	-1.21498e+00;	-1.95599e-01
-2.15421e+02;	1.06529e+01;	-1.06464e+00;	-5.20386e-01
1.06822e+00;	-2.06121e+00;	3.72471e+00;	-2.05469e+00
1.85611e-01;	-9.67793e+00;	-7.74303e-01;	-6.24362e-01
1.26043e+00;	1.11785e-01;	-7.27062e+01;	-2.88966e-01
-4.96001e+00;	6.74288e-01;	1.50677e+00;	3.00005e+00
-2.94739e+00;	-6.66026e-01;	-3.37095e+01;	-6.09847e-01
7.51130e-01;	6.55480e-01;	4.78613e+01;	6.99054e-01
-8.90790e-01;	4.27653e+00;	-3.03222e+02;	-1.41398e+00
2.95138e-01;	1.61947e+00;	-1.23470e+01;	5.82684e-01
4.26896e-01;	1.62663e+01;	3.55172e-01;	-6.01446e-01
-1.23184e+00;	1.14748e+00;	3.10482e-01;	5.15381e-01
-2.05375e+00;	-6.33998e-01;	-1.09834e+00;	7.28345e+01
-1.21999e+00;	2.27796e+02;	-1.42037e+00;	3.21053e+00
1.00404e-01;	2.97610e+00;	-2.94715e-01;	4.43752e-01
-3.92802e+00;	5.63244e+00;	-1.46465e+00;	7.31323e+00
-6.62796e+01;	1.23753e+00;	-5.99932e+00;	-2.79934e-01
-1.92794e+01;	4.28130e-01;	-8.38251e-01;	-6.03509e+00
5.52997e+00;	1.44925e+01;	2.55313e-01;	1.73225e+00
1.08136e+00;	5.55458e-01;	-7.23313e-01;	7.06236e+00
3.15846e-01;	-1.16520e+00;	5.78602e+00;	1.88143e+00
-3.76546e-01;	-2.30527e-01;	-9.06403e-01;	4.25332e-01
-9.47594e-01;	-6.22322e-01;	-1.44834e+00;	2.41817e-01
1.53887e+00;	6.01912e-02;	-8.64696e-01;	-1.15729e+01
-1.70029e+00;	-7.99336e-01;	-4.35377e+00;	2.27670e-01
3.63395e+00;	-2.65695e-01;	2.75799e-01;	4.60370e-01
-7.38517e-01;	7.28028e-01;	7.42044e-01;	-1.66891e+00
4.39225e-01;	-7.99281e-01;	-8.90632e-01;	1.40188e+00
-1.01860e+00;	2.88760e-01;	3.16461e-01;	-1.70681e+00
4.40192e-01;	-1.12104e+00;	-4.24376e-01;	-7.02677e-01
7.16010e-01;	1.73110e+00;	-4.08431e-01;	2.26244e-01
-4.28420e-01;	-1.60692e+00;	-5.52405e-01;	-1.07028e-01
2.36916e-01;	-1.00290e+04;	-3.31828e+01;	-2.20331e+00
-1.37609e+00;	-3.42321e+00;	4.47887e-01;	-5.76914e-01
-2.79720e+00;	-1.62277e+00;	-3.81835e+00;	-9.74044e-01
1.54452e+00;	-9.72963e-01;	-1.30628e+00;	6.73283e-02
1.68013e+00;	-1.91975e-01;	-3.19971e-01;	-9.54963e-01
1.49186e+00;	-1.21949e+00;	5.62706e+01;	5.14997e-01
5.64101e-01;	-5.86130e-02;	-7.83949e-01;	-4.88036e-02
-1.67783e+00;	-4.32963e-01;	-1.74504e+00;	2.72059e+00
-2.20740e+00;	4.66462e-01;	-5.63861e-01;	2.53471e-01
4.52776e-01;	2.69876e+00;	-4.19500e-01;	-2.34169e-01
-9.22642e-01;	-1.75564e-01;	3.86604e-01;	-5.61609e-01
-6.39716e-02;	2.01624e-01;	1.97470e-01;	1.82717e+00
8.98286e+00;	-2.48690e-01;	3.35337e-01;	-1.82435e+00
-2.47415e-01;	-2.60646e-01;	-8.16106e-01;	1.80499e+00
5.71295e+00;	-2.28779e+00;	1.14681e-02;	1.40892e+01
-8.19545e-01;	-1.41554e+00;	-1.61258e+00;	-2.54935e-01
3.08342e-02;	2.57843e+00;	-1.03396e+00;	3.12060e+00
5.14786e-01;	-9.17750e-01;	9.56156e-01;	6.33621e+00
-3.16306e+00;	3.98816e-01;	-2.79192e+00;	2.48098e-01
1.65681e+01;	1.03481e-01;	-3.34308e-01;	6.72574e-01
1.53664e+01;	3.73336e+00;	-7.22657e-01;	7.93140e-01
-8.17289e-02;	-8.41871e-01;	-8.21001e+01;	-3.42897e+00
6.17270e+00;	4.08861e-01;	-1.47319e+00;	-8.35055e-01
-9.58766e-01;	-5.84017e-01;	5.30774e-02;	1.07963e-01
9.10246e-02;	1.44688e+00;	7.87409e-01;	1.53847e-01
3.23759e-01;	3.95432e+00;	5.52811e-03;	-1.76512e+00
2.34069e-02;	9.40421e-01;	-1.45989e+00;	6.92316e-01
-2.13573e+00;	3.09467e-01;	-1.55973e+00;	1.59709e+00
-7.22709e+00;	2.05332e-01;	-7.38010e+00;	-6.02836e+00
3.66019e-01;	3.41334e-01;	7.70533e-01;	-9.06985e-01
-2.78716e+00;	-1.35050e+01;	1.10166e+00;	7.31066e-01
-4.07586e+00;	2.71998e-01;	-1.70949e+00;	-1.42547e-02
-1.90588e+02;	-1.41557e-01;	-2.54208e+00;	6.23155e-01
-4.95438e-01;	1.07849e+00;	-4.66264e+00;	-1.10211e+00
9.26985e-01;	-2.14171e+00;	1.38020e+00;	-1.19928e+00
4.57268e+00;	-4.44996e+00;	8.64902e+00;	2.33291e-02
1.97862e+00;	-1.00841e+00;	1.88210e+00;	-3.81983e-01
5.84981e+00;	1.45351e+00;	1.59805e-01;	3.38272e-01
-1.07936e+00;	7.97591e+00;	3.64519e+00;	4.99678e-02
-1.48322e+00;	-9.00777e-01;	2.69437e+00;	-1.64140e+00
-6.36954e-01;	-8.83870e-01;	6.11845e-01;	1.94126e-01
-5.14921e-01;	-1.17832e+00;	1.30849e+00;	1.86565e+00
-3.29912e+00;	-1.35232e+00;	-1.36027e+00;	1.22299e+00
-1.42148e+00;	1.17749e+00;	8.84714e-01;	-1.41451e-01
1.50380e+00;	3.30378e+00;	5.76065e-01;	-6.34619e-01
6.22740e-01;	-5.88408e-01;	-5.97894e-01;	5.31042e-02
-8.73319e-01;	-8.27910e+00;	6.01822e-02;	-1.15992e-01
9.67727e-01;	8.55506e-01;	-3.97943e+00;	8.04004e-01
-7.56190e-02;	1.27985e+00;	-9.89543e-02;	-4.45620e+01
1.10605e+00;	-1.77976e+00;	2.99627e-01;	7.79998e-01
-1.21996e+00;	-1.91847e+00;	-2.18891e-01;	-7.23290e+00
-1.51157e+00;	-2.41390e+00;	1.39597e+00;	-1.75591e-01
1.92099e+00;	-1.05382e+00;	-1.44041e+01;	5.00774e-01
6.75482e-01;	2.11084e-01;	2.16175e-01;	-2.21389e+00
2.65367e+01;	-2.42709e+00;	-2.89681e-01;	-8.91614e-02
-2.59055e+00;	-1.34296e+00;	-9.18040e-01;	2.05192e+00
3.43243e-01;	9.61584e-01;	2.32895e+00;	1.92583e+00
3.58777e-01;	-2.11389e+00;	-5.50050e-01;	7.34818e-01
2.14877e+00;	-3.63670e-01;	1.58121e+00;	-7.97603e-01
-6.33923e+00;	6.42260e-01;	-1.38723e+00;	-1.16052e+00
-1.24934e+00;	-5.33873e-01;	7.95342e-01;	-1.24636e+01
1.40011e+00;	6.35671e-01;	-1.41869e+00;	-9.67428e-01
-1.95661e+00;	-2.13350e+00;	-6.50153e-01;	-6.52646e-01
8.74005e-01;	-1.50093e+00;	-8.29838e-01;	-2.40933e-01
5.55845e+00;	-1.30094e+01;	1.74446e+00;	5.88554e-01
3.65851e+00;	-4.73583e-01;	-1.18263e+01;	-6.83287e-02
-2.76134e+00;	-2.89489e+00;	7.57056e-02;	-8.11264e-02
-2.03152e-01;	-8.60369e-01;	1.00125e+00;	1.56977e+00
2.92929e-01;	-3.66111e-02;	-1.12686e+00;	-1.28018e+01
-5.77936e-01;	-1.38017e+00;	4.63258e-01;	1.41268e-01
-8.05006e-01;	-5.82114e+00;	5.07342e-01;	9.29085e-01
-3.27255e+00;	6.94225e+00;	1.21972e+00;	-1.51230e+00
-1.10384e+00;	1.68739e+00;	-1.03493e+00;	1.51123e-01
-9.91274e-01;	8.71464e-01;	7.04496e-01;	1.06081e+01
8.53374e+00;	1.23290e+00;	-5.70392e-01;	4.02826e+00
2.40212e-01;	3.40046e-01;	-7.21615e-01;	3.06717e-01
1.71341e-01;	5.81144e+01;	5.92036e-01;	5.48113e-01
3.06287e+01;	8.35500e-01;	3.05123e-01;	1.80828e+00
1.57718e+00;	-9.26011e-01;	9.64946e-02;	-3.06935e-01
1.39508e+00;	-2.82923e+00;	-1.10334e+00;	-1.45481e+00
-1.09070e+01;	-1.11864e+00;	1.79216e-02;	2.47314e+00
-8.03034e+00;	-1.15283e+00;	-1.07347e+00;	8.76788e-02
1.22254e+00;	1.33024e+01;	-2.53506e-01;	-1.54642e-01
-1.72373e+00;	6.12324e-02;	1.22081e+00;	-3.89027e-01
-9.34674e+00;	-1.14306e+00;	5.80082e-01;	4.82653e-01
1.72768e+01;	1.01032e+00;	-7.51069e-01;	2.74881e+00
6.56031e-01;	-1.26157e+00;	1.60468e+00;	-3.34596e-01
2.96872e+00;	-9.77319e+00;	9.21137e-01;	9.87015e-01
-4.73265e+00;	-1.83639e-01;	-8.41934e-02;	8.91658e-01
-4.19170e+01;	-6.66691e-01;	-1.51508e+00;	-3.65636e+00
7.80490e-01;	-3.90841e-01;	-4.96514e-01;	4.73116e-01
-2.70398e-01;	-4.18869e+00;	2.46043e-01;	-7.55339e-01
2.62540e+00;	1.03252e-01;	6.76161e-01;	-2.97480e+00
-8.75050e-02;	2.48419e-01;	4.19232e+00;	2.09653e-01
2.82274e-01;	-2.75423e-01;	1.30740e-01;	-4.54200e-01
1.74141e+00;	-6.97834e-01;	-1.39722e+00;	5.86881e-01
1.31495e+01;	1.41403e+00;	-1.46366e+01;	-2.10162e+00
-5.35080e-01;	-1.42138e+00;	2.47182e-01;	5.98386e-01
-2.47053e-01;	2.58779e-01;	-7.35164e+00;	-7.35466e-01
-2.30145e-01;	1.40591e-01;	4.34447e+00;	6.24173e-01
8.39270e-01;	-1.20173e-01;	8.80076e-01;	-3.78994e-01
-1.25108e+00;	2.19852e+00;	1.95730e+00;	4.21902e+00
-1.19460e+00;	6.08706e-01;	-8.51562e-01;	2.48791e-01
1.29740e+00;	1.22802e+00;	3.73548e-01;	-2.41174e+00
3.57084e+00;	1.44646e+00;	1.21455e+00;	-7.79338e+00
1.16374e+00;	2.29080e+00;	-8.77116e+00;	5.58584e-01
8.05563e-01;	2.85885e-01;	-2.94277e-01;	9.59965e-01
-4.66712e+00;	-3.69515e-01;	-1.59748e+00;	-4.26552e-01
-1.90978e-01;	2.29078e+00;	-5.05771e+00;	5.79123e-01
-4.84540e-01;	-3.75293e+01;	-1.49718e+00;	-3.67122e+00
-3.60044e-01;	1.01346e+00;	8.52744e-01;	4.80290e+00
6.42915e-01;	-3.45556e-01;	1.79452e-02;	1.31055e+01
-3.00827e-01;	-3.42818e+00;	-6.10136e-01;	7.42818e-01
3.63977e+00;	-3.21300e+01;	-6.93729e-01;	1.07092e+00
-2.74128e-01;	5.88083e+00;	-4.23841e-01;	-4.48107e+00
-2.59297e+00;	2.95550e-02;	-3.87216e+01;	-1.56074e+00
-4.13931e-01;	4.28896e-01;	-2.39480e-01;	-6.70574e+00
1.21499e+01;	-8.10235e-01;	1.64279e-01;	3.30695e-01
5.42954e-01;	4.47922e-02;	-2.24065e+00;	2.57310e-01
9.39372e-01;	-1.76875e+00;	1.05061e+00;	-7.27446e-01
7.15442e-01;	4.35614e+00;	2.44283e+00;	3.59126e+00
1.23823e+00;	-1.22483e-01;	1.67916e-01;	-8.22512e-01
