Number_of_throws;	chi2
1070;	1.3267000000e+02
1071;	9.9930000000e+01
1072;	1.0421000000e+02
1073;	9.7210000000e+01
1074;	1.0002000000e+02
1075;	1.0619000000e+02
1076;	9.4880000000e+01
1077;	8.2470000000e+01
1078;	9.0820000000e+01
1079;	8.7160000000e+01
1080;	8.7330000000e+01
1081;	8.4040000000e+01
1082;	1.0361000000e+02
1083;	1.0658000000e+02
1084;	9.7120000000e+01
1085;	1.1361000000e+02
1086;	1.0123000000e+02
1087;	1.1559000000e+02
1088;	9.5790000000e+01
1089;	1.0705000000e+02
1090;	8.5860000000e+01
1091;	1.0710000000e+02
1092;	8.9970000000e+01
1093;	8.1920000000e+01
1094;	9.9560000000e+01
1095;	9.3540000000e+01
1096;	1.2849000000e+02
1097;	1.0375000000e+02
1098;	8.5740000000e+01
1099;	9.5340000000e+01
1100;	9.4840000000e+01
1101;	1.0248000000e+02
1102;	1.1096000000e+02
1103;	1.1839000000e+02
1104;	1.1694000000e+02
1105;	7.3240000000e+01
1106;	9.5950000000e+01
1107;	8.6310000000e+01
1108;	1.0297000000e+02
1109;	1.0704000000e+02
1110;	9.5180000000e+01
1111;	6.8590000000e+01
1112;	1.0604000000e+02
1113;	1.0775000000e+02
1114;	1.0925000000e+02
1115;	1.0472000000e+02
1116;	9.8790000000e+01
1117;	9.6550000000e+01
1118;	1.0897000000e+02
1119;	9.6620000000e+01
1120;	1.0316000000e+02
1121;	9.8720000000e+01
1122;	7.7990000000e+01
1123;	1.2374000000e+02
1124;	1.0915000000e+02
1125;	8.6340000000e+01
1126;	9.8310000000e+01
1127;	1.0069000000e+02
1128;	1.0755000000e+02
1129;	9.2160000000e+01
1130;	1.1033000000e+02
1131;	1.0005000000e+02
1132;	9.2520000000e+01
1133;	1.0580000000e+02
1134;	9.4850000000e+01
1135;	9.8200000000e+01
1136;	7.0980000000e+01
1137;	1.0728000000e+02
1138;	1.0283000000e+02
1139;	9.2810000000e+01
1140;	1.0299000000e+02
1141;	9.2740000000e+01
1142;	1.0014000000e+02
1143;	7.7230000000e+01
1144;	9.6680000000e+01
1145;	1.1016000000e+02
1146;	9.4540000000e+01
1147;	7.2990000000e+01
1148;	1.3377000000e+02
1149;	9.1500000000e+01
1150;	9.3730000000e+01
1151;	9.4530000000e+01
1152;	1.0644000000e+02
1153;	1.0888000000e+02
1154;	1.1910000000e+02
1155;	9.4710000000e+01
1156;	7.1660000000e+01
1157;	1.0144000000e+02
1158;	1.1007000000e+02
1159;	9.9520000000e+01
1160;	1.0447000000e+02
1161;	7.1490000000e+01
1162;	9.0350000000e+01
1163;	1.0980000000e+02
1164;	9.3690000000e+01
1165;	1.1636000000e+02
1166;	8.1070000000e+01
1167;	6.8730000000e+01
1168;	1.0139000000e+02
1169;	1.1509000000e+02
1170;	9.6770000000e+01
1171;	1.0164000000e+02
1172;	1.1411000000e+02
1173;	1.0210000000e+02
1174;	8.8170000000e+01
1175;	8.9020000000e+01
1176;	9.4230000000e+01
1177;	9.6910000000e+01
1178;	1.0224000000e+02
1179;	8.9050000000e+01
1180;	9.6070000000e+01
1181;	6.4710000000e+01
1182;	1.0902000000e+02
1183;	1.1006000000e+02
1184;	7.9430000000e+01
1185;	1.0160000000e+02
1186;	9.4450000000e+01
1187;	8.9700000000e+01
1188;	1.0488000000e+02
1189;	1.0241000000e+02
1190;	9.9380000000e+01
1191;	1.0610000000e+02
1192;	1.1420000000e+02
1193;	9.5580000000e+01
1194;	8.0140000000e+01
1195;	1.1478000000e+02
1196;	1.0262000000e+02
1197;	7.7820000000e+01
1198;	8.2470000000e+01
1199;	9.3320000000e+01
1200;	8.7410000000e+01
1201;	8.5630000000e+01
1202;	8.7690000000e+01
1203;	1.4935000000e+02
1204;	1.0934000000e+02
1205;	1.1189000000e+02
1206;	1.0741000000e+02
1207;	1.0701000000e+02
1208;	8.9400000000e+01
1209;	9.8450000000e+01
1210;	9.6350000000e+01
1211;	9.4410000000e+01
1212;	1.0467000000e+02
1213;	8.0060000000e+01
1214;	8.6000000000e+01
1215;	9.9440000000e+01
1216;	9.7560000000e+01
1217;	8.6990000000e+01
1218;	9.7600000000e+01
1219;	1.0225000000e+02
1220;	8.1060000000e+01
1221;	7.6630000000e+01
1222;	1.0821000000e+02
1223;	9.2950000000e+01
1224;	8.9120000000e+01
1225;	1.0527000000e+02
1226;	1.0107000000e+02
1227;	1.1505000000e+02
1228;	8.5310000000e+01
1229;	1.1518000000e+02
1230;	1.2024000000e+02
1231;	1.0772000000e+02
1232;	1.2754000000e+02
1233;	8.7630000000e+01
1234;	1.1478000000e+02
1235;	1.0190000000e+02
1236;	1.0003000000e+02
1237;	8.3450000000e+01
1238;	1.1769000000e+02
1239;	9.6780000000e+01
1240;	9.2870000000e+01
1241;	1.0450000000e+02
1242;	9.1100000000e+01
1243;	1.0930000000e+02
1244;	8.1900000000e+01
1245;	1.2606000000e+02
1246;	9.0590000000e+01
1247;	1.1265000000e+02
1248;	1.2458000000e+02
1249;	1.0971000000e+02
1250;	1.1185000000e+02
1251;	1.0336000000e+02
1252;	9.8910000000e+01
1253;	9.8590000000e+01
1254;	1.0874000000e+02
1255;	8.3630000000e+01
1256;	1.0186000000e+02
1257;	9.6510000000e+01
1258;	8.8190000000e+01
1259;	9.8500000000e+01
1260;	8.1520000000e+01
1261;	1.1915000000e+02
1262;	1.3556000000e+02
1263;	8.8750000000e+01
1264;	1.1683000000e+02
1265;	9.5720000000e+01
1266;	1.1344000000e+02
1267;	9.5510000000e+01
1268;	9.3210000000e+01
1269;	8.9440000000e+01
1270;	9.6490000000e+01
1271;	1.0452000000e+02
1272;	9.4380000000e+01
1273;	1.0558000000e+02
1274;	8.5560000000e+01
1275;	1.0576000000e+02
1276;	9.6290000000e+01
1277;	1.3718000000e+02
1278;	7.1870000000e+01
1279;	1.0712000000e+02
1280;	1.3077000000e+02
1281;	1.1357000000e+02
1282;	9.1180000000e+01
1283;	8.3220000000e+01
1284;	8.8760000000e+01
1285;	8.3310000000e+01
1286;	1.2078000000e+02
1287;	1.0713000000e+02
1288;	1.0807000000e+02
1289;	1.0469000000e+02
1290;	9.5260000000e+01
1291;	8.5140000000e+01
1292;	1.0660000000e+02
1293;	1.1691000000e+02
1294;	9.6290000000e+01
1295;	1.0359000000e+02
1296;	1.0947000000e+02
1297;	1.1092000000e+02
1298;	1.1321000000e+02
1299;	1.3597000000e+02
1300;	7.6000000000e+01
1301;	1.1068000000e+02
1302;	8.6610000000e+01
1303;	7.6790000000e+01
1304;	1.1564000000e+02
1305;	8.5250000000e+01
1306;	8.1600000000e+01
1307;	9.7210000000e+01
1308;	9.2330000000e+01
1309;	7.4450000000e+01
1310;	9.0630000000e+01
1311;	9.3210000000e+01
1312;	9.6690000000e+01
1313;	9.5240000000e+01
1314;	9.0390000000e+01
1315;	8.5850000000e+01
1316;	1.0222000000e+02
1317;	1.0432000000e+02
1318;	9.0160000000e+01
1319;	1.1268000000e+02
1320;	1.1926000000e+02
1321;	1.0957000000e+02
1322;	9.4070000000e+01
1323;	1.1819000000e+02
1324;	9.2290000000e+01
1325;	7.3600000000e+01
1326;	1.3199000000e+02
1327;	8.1450000000e+01
1328;	9.1960000000e+01
1329;	8.6070000000e+01
1330;	9.0240000000e+01
1331;	8.6860000000e+01
1332;	1.0532000000e+02
1333;	8.7920000000e+01
1334;	1.1803000000e+02
1335;	1.0142000000e+02
1336;	9.6840000000e+01
1337;	1.0963000000e+02
1338;	9.2090000000e+01
1339;	1.0109000000e+02
1340;	1.1784000000e+02
1341;	8.6850000000e+01
1342;	8.1640000000e+01
1343;	9.5830000000e+01
1344;	7.4780000000e+01
1345;	6.5210000000e+01
1346;	7.3980000000e+01
1347;	7.5500000000e+01
1348;	1.0509000000e+02
1349;	1.0254000000e+02
1350;	1.1215000000e+02
1351;	9.4570000000e+01
1352;	1.1185000000e+02
1353;	1.0775000000e+02
1354;	8.6570000000e+01
1355;	9.1190000000e+01
1356;	1.1184000000e+02
1357;	8.8470000000e+01
1358;	1.0180000000e+02
1359;	9.7600000000e+01
1360;	9.2160000000e+01
1361;	8.4700000000e+01
1362;	9.0050000000e+01
1363;	9.9190000000e+01
1364;	1.1157000000e+02
1365;	1.1966000000e+02
1366;	1.1976000000e+02
1367;	1.0705000000e+02
1368;	9.3040000000e+01
1369;	8.6970000000e+01
1370;	1.0634000000e+02
1371;	9.9260000000e+01
1372;	8.6340000000e+01
1373;	1.0135000000e+02
1374;	1.0313000000e+02
1375;	1.3487000000e+02
1376;	1.0791000000e+02
1377;	1.2265000000e+02
1378;	1.1160000000e+02
1379;	1.0386000000e+02
1380;	9.5540000000e+01
1381;	1.0833000000e+02
1382;	1.0895000000e+02
1383;	1.0012000000e+02
1384;	9.8020000000e+01
1385;	8.7640000000e+01
1386;	6.9180000000e+01
1387;	8.6850000000e+01
1388;	1.1546000000e+02
1389;	1.1959000000e+02
1390;	1.1374000000e+02
1391;	9.8830000000e+01
1392;	9.5870000000e+01
1393;	9.5700000000e+01
1394;	9.8090000000e+01
1395;	1.0094000000e+02
1396;	9.3290000000e+01
1397;	8.8930000000e+01
1398;	1.0914000000e+02
1399;	1.1370000000e+02
1400;	9.7830000000e+01
1401;	8.2720000000e+01
1402;	1.0142000000e+02
1403;	9.1220000000e+01
1404;	9.9010000000e+01
1405;	1.1967000000e+02
1406;	1.0114000000e+02
1407;	1.0121000000e+02
1408;	1.0351000000e+02
1409;	7.5170000000e+01
1410;	1.2723000000e+02
1411;	1.1657000000e+02
1412;	1.0887000000e+02
1413;	1.1233000000e+02
1414;	1.1203000000e+02
1415;	1.0242000000e+02
1416;	8.8540000000e+01
1417;	8.7150000000e+01
1418;	1.0268000000e+02
1419;	9.5330000000e+01
1420;	1.0859000000e+02
1421;	8.9220000000e+01
1422;	1.2563000000e+02
1423;	7.8350000000e+01
1424;	1.0117000000e+02
1425;	9.9620000000e+01
1426;	1.0149000000e+02
1427;	9.7560000000e+01
1428;	9.1000000000e+01
1429;	1.2133000000e+02
1430;	8.5880000000e+01
1431;	9.4920000000e+01
1432;	9.9800000000e+01
1433;	1.2158000000e+02
1434;	9.1690000000e+01
1435;	9.3030000000e+01
1436;	9.5260000000e+01
1437;	8.2240000000e+01
1438;	9.9160000000e+01
1439;	8.6470000000e+01
1440;	1.1421000000e+02
1441;	9.2280000000e+01
1442;	1.0590000000e+02
1443;	8.8300000000e+01
1444;	8.8130000000e+01
1445;	8.5130000000e+01
1446;	1.0593000000e+02
1447;	7.6000000000e+01
1448;	9.6310000000e+01
1449;	9.3520000000e+01
1450;	7.1060000000e+01
1451;	9.7350000000e+01
1452;	1.0333000000e+02
1453;	9.8260000000e+01
1454;	8.1890000000e+01
1455;	8.9100000000e+01
1456;	8.1590000000e+01
1457;	7.9920000000e+01
1458;	9.7950000000e+01
1459;	1.3870000000e+02
1460;	9.2610000000e+01
1461;	1.0175000000e+02
1462;	9.8890000000e+01
1463;	9.3880000000e+01
1464;	7.1070000000e+01
1465;	1.2181000000e+02
1466;	6.7120000000e+01
1467;	1.1015000000e+02
1468;	1.0512000000e+02
1469;	9.6890000000e+01
1470;	1.3278000000e+02
1471;	1.1322000000e+02
1472;	1.1987000000e+02
1473;	8.8990000000e+01
1474;	9.7600000000e+01
1475;	1.0355000000e+02
1476;	1.1337000000e+02
1477;	8.9650000000e+01
1478;	1.1469000000e+02
1479;	9.4910000000e+01
1480;	7.9840000000e+01
1481;	9.8040000000e+01
1482;	7.1740000000e+01
1483;	9.5040000000e+01
1484;	9.4350000000e+01
1485;	1.1358000000e+02
1486;	6.9740000000e+01
1487;	1.1679000000e+02
1488;	8.7560000000e+01
1489;	1.1048000000e+02
1490;	9.7160000000e+01
1491;	8.4160000000e+01
1492;	8.7970000000e+01
1493;	8.7160000000e+01
1494;	1.2129000000e+02
1495;	9.9570000000e+01
1496;	9.9810000000e+01
1497;	1.0571000000e+02
1498;	1.1534000000e+02
1499;	1.1667000000e+02
1500;	9.6700000000e+01
1501;	9.4600000000e+01
1502;	1.2624000000e+02
1503;	9.5210000000e+01
1504;	8.1830000000e+01
1505;	9.2990000000e+01
1506;	1.1791000000e+02
1507;	9.5770000000e+01
1508;	8.1880000000e+01
1509;	8.9900000000e+01
1510;	1.0079000000e+02
1511;	8.6360000000e+01
1512;	7.3230000000e+01
1513;	8.6140000000e+01
1514;	7.6950000000e+01
1515;	8.6970000000e+01
1516;	1.1451000000e+02
1517;	8.9810000000e+01
1518;	1.2971000000e+02
1519;	8.1100000000e+01
1520;	1.0496000000e+02
1521;	6.4640000000e+01
1522;	1.0184000000e+02
1523;	1.0083000000e+02
1524;	7.8550000000e+01
1525;	1.0366000000e+02
1526;	9.7940000000e+01
1527;	1.0434000000e+02
1528;	1.1588000000e+02
1529;	9.6590000000e+01
1530;	1.0203000000e+02
1531;	7.9420000000e+01
1532;	1.0319000000e+02
1533;	8.7820000000e+01
1534;	1.0538000000e+02
1535;	8.3960000000e+01
1536;	9.6780000000e+01
1537;	9.3220000000e+01
1538;	8.5670000000e+01
1539;	1.0408000000e+02
1540;	1.1218000000e+02
1541;	9.5230000000e+01
1542;	1.2717000000e+02
1543;	1.0394000000e+02
1544;	1.2408000000e+02
1545;	1.0893000000e+02
1546;	8.9570000000e+01
1547;	1.0058000000e+02
1548;	1.2315000000e+02
1549;	8.9190000000e+01
1550;	9.8750000000e+01
1551;	8.1290000000e+01
1552;	9.2450000000e+01
1553;	1.0896000000e+02
1554;	9.2400000000e+01
1555;	1.1562000000e+02
1556;	1.1728000000e+02
1557;	9.2790000000e+01
1558;	8.5400000000e+01
1559;	1.2214000000e+02
1560;	9.7130000000e+01
1561;	1.1119000000e+02
1562;	8.8250000000e+01
1563;	9.9110000000e+01
1564;	1.1532000000e+02
1565;	9.3300000000e+01
1566;	9.8220000000e+01
1567;	1.0430000000e+02
1568;	7.3830000000e+01
1569;	1.0716000000e+02
1570;	8.9530000000e+01
1571;	1.0689000000e+02
1572;	9.5770000000e+01
1573;	1.1851000000e+02
1574;	9.0640000000e+01
1575;	8.8480000000e+01
1576;	1.2853000000e+02
1577;	1.3515000000e+02
1578;	1.1110000000e+02
1579;	9.6770000000e+01
1580;	1.0720000000e+02
1581;	1.0941000000e+02
1582;	1.0715000000e+02
1583;	9.5050000000e+01
1584;	9.4640000000e+01
1585;	1.1267000000e+02
1586;	1.0579000000e+02
1587;	1.2758000000e+02
1588;	9.8290000000e+01
1589;	1.3357000000e+02
1590;	7.7360000000e+01
1591;	1.0933000000e+02
1592;	9.1310000000e+01
1593;	1.1796000000e+02
1594;	1.1396000000e+02
1595;	1.0637000000e+02
1596;	1.0244000000e+02
1597;	8.5220000000e+01
1598;	9.3180000000e+01
1599;	1.0706000000e+02
1600;	9.1630000000e+01
1601;	8.5730000000e+01
1602;	1.0748000000e+02
1603;	1.1499000000e+02
1604;	1.0598000000e+02
1605;	9.9830000000e+01
1606;	1.0794000000e+02
1607;	9.8420000000e+01
1608;	8.2860000000e+01
1609;	1.0320000000e+02
1610;	1.0541000000e+02
1611;	9.0660000000e+01
1612;	8.5590000000e+01
1613;	8.3270000000e+01
1614;	8.3580000000e+01
1615;	1.0802000000e+02
1616;	1.0338000000e+02
1617;	8.3100000000e+01
1618;	9.7910000000e+01
1619;	1.0021000000e+02
1620;	1.0661000000e+02
1621;	1.0966000000e+02
1622;	1.2728000000e+02
1623;	8.5070000000e+01
1624;	9.4440000000e+01
1625;	8.6280000000e+01
1626;	1.2100000000e+02
1627;	8.2710000000e+01
1628;	9.5090000000e+01
1629;	1.0265000000e+02
1630;	1.0236000000e+02
1631;	9.9420000000e+01
1632;	1.0241000000e+02
1633;	9.9280000000e+01
1634;	8.9500000000e+01
1635;	8.5940000000e+01
1636;	1.0222000000e+02
1637;	1.0216000000e+02
1638;	1.1654000000e+02
1639;	6.9820000000e+01
1640;	9.4620000000e+01
1641;	1.1038000000e+02
1642;	7.9150000000e+01
1643;	9.1430000000e+01
1644;	1.0189000000e+02
1645;	1.0915000000e+02
1646;	9.5470000000e+01
1647;	9.2760000000e+01
1648;	7.4780000000e+01
1649;	9.3360000000e+01
1650;	9.6000000000e+01
1651;	1.0092000000e+02
1652;	1.5057000000e+02
1653;	9.8900000000e+01
1654;	9.4930000000e+01
1655;	1.0195000000e+02
1656;	1.0153000000e+02
1657;	8.5050000000e+01
1658;	1.0105000000e+02
1659;	1.2370000000e+02
1660;	1.0160000000e+02
1661;	1.1345000000e+02
1662;	8.4130000000e+01
1663;	7.3320000000e+01
1664;	7.6700000000e+01
1665;	1.2172000000e+02
1666;	9.6890000000e+01
1667;	9.3590000000e+01
1668;	1.0244000000e+02
1669;	8.3730000000e+01
1670;	9.7830000000e+01
1671;	9.8650000000e+01
1672;	1.2490000000e+02
1673;	1.0640000000e+02
1674;	1.0075000000e+02
1675;	1.0645000000e+02
1676;	9.7160000000e+01
1677;	1.1976000000e+02
1678;	1.0953000000e+02
1679;	8.7350000000e+01
1680;	1.1732000000e+02
1681;	1.0533000000e+02
1682;	9.2260000000e+01
1683;	1.0765000000e+02
1684;	9.0310000000e+01
1685;	1.0235000000e+02
1686;	9.5320000000e+01
1687;	1.0732000000e+02
1688;	1.1837000000e+02
1689;	8.8520000000e+01
1690;	9.6300000000e+01
1691;	1.1114000000e+02
1692;	8.7090000000e+01
1693;	9.1090000000e+01
1694;	1.0221000000e+02
1695;	1.0980000000e+02
1696;	8.8210000000e+01
1697;	8.5120000000e+01
1698;	9.2120000000e+01
1699;	1.1140000000e+02
1700;	1.0294000000e+02
1701;	1.1239000000e+02
1702;	9.7590000000e+01
1703;	1.0094000000e+02
1704;	1.1248000000e+02
1705;	1.1976000000e+02
1706;	8.1850000000e+01
1707;	1.2543000000e+02
1708;	1.1231000000e+02
1709;	1.0384000000e+02
1710;	9.7570000000e+01
1711;	1.0359000000e+02
1712;	1.0975000000e+02
1713;	1.1070000000e+02
1714;	8.6060000000e+01
1715;	1.1758000000e+02
1716;	9.7610000000e+01
1717;	9.4650000000e+01
1718;	8.6710000000e+01
1719;	9.5890000000e+01
1720;	6.6440000000e+01
1721;	1.0525000000e+02
1722;	7.3390000000e+01
1723;	8.7750000000e+01
1724;	8.5100000000e+01
1725;	9.3530000000e+01
1726;	9.2030000000e+01
1727;	1.0001000000e+02
1728;	9.9030000000e+01
1729;	9.0440000000e+01
1730;	1.1324000000e+02
1731;	1.0251000000e+02
1732;	1.0505000000e+02
1733;	9.6900000000e+01
1734;	1.1232000000e+02
1735;	1.0118000000e+02
1736;	7.6140000000e+01
1737;	1.1763000000e+02
1738;	9.1550000000e+01
1739;	8.1480000000e+01
1740;	7.9350000000e+01
1741;	1.0037000000e+02
1742;	1.0181000000e+02
1743;	1.0126000000e+02
1744;	1.1755000000e+02
1745;	8.7360000000e+01
1746;	1.2210000000e+02
1747;	7.9750000000e+01
1748;	1.1589000000e+02
1749;	8.4530000000e+01
1750;	9.7710000000e+01
1751;	1.0847000000e+02
1752;	5.4810000000e+01
1753;	9.3920000000e+01
1754;	8.4710000000e+01
1755;	7.7130000000e+01
1756;	1.0875000000e+02
1757;	1.0119000000e+02
1758;	1.3964000000e+02
1759;	1.0416000000e+02
1760;	1.0266000000e+02
1761;	9.4850000000e+01
1762;	6.6500000000e+01
1763;	1.1561000000e+02
1764;	1.1014000000e+02
1765;	9.0990000000e+01
1766;	1.4084000000e+02
1767;	8.5640000000e+01
1768;	1.0364000000e+02
1769;	9.9150000000e+01
1770;	1.1489000000e+02
1771;	1.0741000000e+02
1772;	9.2450000000e+01
1773;	7.3840000000e+01
1774;	9.9410000000e+01
1775;	1.1722000000e+02
1776;	1.1972000000e+02
1777;	1.0151000000e+02
1778;	9.8660000000e+01
1779;	1.1207000000e+02
1780;	9.3840000000e+01
1781;	8.6690000000e+01
1782;	8.0870000000e+01
1783;	1.3825000000e+02
1784;	8.9690000000e+01
1785;	9.4130000000e+01
1786;	1.1889000000e+02
1787;	9.5150000000e+01
1788;	1.0266000000e+02
1789;	1.1370000000e+02
1790;	1.0849000000e+02
1791;	1.0726000000e+02
1792;	9.3540000000e+01
1793;	1.0168000000e+02
1794;	1.0637000000e+02
1795;	8.9080000000e+01
1796;	1.0707000000e+02
1797;	1.2113000000e+02
1798;	8.0540000000e+01
1799;	8.7570000000e+01
1800;	6.9600000000e+01
1801;	8.5000000000e+01
1802;	9.2430000000e+01
1803;	8.8490000000e+01
1804;	1.1625000000e+02
1805;	8.9740000000e+01
1806;	9.8120000000e+01
1807;	9.4590000000e+01
1808;	1.0839000000e+02
1809;	1.0987000000e+02
1810;	9.9050000000e+01
1811;	8.4940000000e+01
1812;	1.0603000000e+02
1813;	1.0041000000e+02
1814;	1.0609000000e+02
1815;	8.7000000000e+01
1816;	9.7430000000e+01
1817;	9.8080000000e+01
1818;	8.6690000000e+01
1819;	1.0911000000e+02
1820;	8.5930000000e+01
1821;	1.0676000000e+02
1822;	9.4170000000e+01
1823;	9.3490000000e+01
1824;	1.0403000000e+02
1825;	8.9370000000e+01
1826;	1.1099000000e+02
1827;	8.3120000000e+01
1828;	7.6060000000e+01
1829;	1.1644000000e+02
1830;	1.1260000000e+02
1831;	9.9950000000e+01
1832;	9.1260000000e+01
1833;	7.5470000000e+01
1834;	9.1030000000e+01
1835;	1.1125000000e+02
1836;	1.0465000000e+02
1837;	8.6020000000e+01
1838;	8.8580000000e+01
1839;	1.0732000000e+02
1840;	1.0505000000e+02
1841;	1.2152000000e+02
1842;	8.3130000000e+01
1843;	1.2023000000e+02
1844;	8.6260000000e+01
1845;	1.0136000000e+02
1846;	8.7680000000e+01
1847;	1.1964000000e+02
1848;	9.5340000000e+01
1849;	9.3190000000e+01
1850;	8.2170000000e+01
1851;	1.1451000000e+02
1852;	7.9960000000e+01
1853;	1.2068000000e+02
1854;	8.3900000000e+01
1855;	1.0014000000e+02
1856;	1.0083000000e+02
1857;	1.0273000000e+02
1858;	1.0665000000e+02
1859;	1.1025000000e+02
1860;	1.0177000000e+02
1861;	9.0900000000e+01
1862;	7.8620000000e+01
1863;	1.2920000000e+02
1864;	9.3250000000e+01
1865;	7.7590000000e+01
1866;	1.1038000000e+02
1867;	9.8570000000e+01
1868;	9.2360000000e+01
1869;	9.3430000000e+01
1870;	8.9430000000e+01
1871;	9.5300000000e+01
1872;	1.0073000000e+02
1873;	6.6250000000e+01
1874;	9.6950000000e+01
1875;	1.0436000000e+02
1876;	9.4700000000e+01
1877;	9.7390000000e+01
1878;	6.7090000000e+01
1879;	8.3610000000e+01
1880;	9.3370000000e+01
1881;	8.0130000000e+01
1882;	9.5430000000e+01
1883;	8.4450000000e+01
1884;	1.1246000000e+02
1885;	8.4160000000e+01
1886;	1.2859000000e+02
1887;	9.4110000000e+01
1888;	8.8500000000e+01
1889;	9.1640000000e+01
1890;	1.0564000000e+02
1891;	9.7270000000e+01
1892;	8.9990000000e+01
1893;	8.4950000000e+01
1894;	9.1300000000e+01
1895;	9.2840000000e+01
1896;	1.0249000000e+02
1897;	8.1260000000e+01
1898;	1.0041000000e+02
1899;	7.4790000000e+01
1900;	9.3070000000e+01
1901;	9.8160000000e+01
1902;	1.0368000000e+02
1903;	1.2160000000e+02
1904;	1.0236000000e+02
1905;	8.4860000000e+01
1906;	9.8040000000e+01
1907;	8.7840000000e+01
1908;	9.5570000000e+01
1909;	9.6330000000e+01
1910;	1.0723000000e+02
1911;	8.4580000000e+01
1912;	8.3080000000e+01
1913;	8.6320000000e+01
1914;	1.0830000000e+02
1915;	1.2723000000e+02
1916;	1.0972000000e+02
1917;	1.0311000000e+02
1918;	1.0511000000e+02
1919;	1.0918000000e+02
1920;	1.2078000000e+02
1921;	1.0114000000e+02
1922;	1.2057000000e+02
1923;	1.0527000000e+02
1924;	1.0100000000e+02
1925;	1.0850000000e+02
1926;	8.8950000000e+01
1927;	9.2110000000e+01
1928;	7.9700000000e+01
1929;	9.9400000000e+01
1930;	9.9560000000e+01
1931;	9.4120000000e+01
1932;	7.9940000000e+01
1933;	1.2168000000e+02
1934;	8.2940000000e+01
1935;	6.6430000000e+01
1936;	1.1585000000e+02
1937;	1.1648000000e+02
1938;	9.4420000000e+01
1939;	9.7000000000e+01
1940;	1.0331000000e+02
1941;	9.7660000000e+01
1942;	9.5460000000e+01
1943;	9.4050000000e+01
1944;	9.8280000000e+01
1945;	1.1321000000e+02
1946;	7.4310000000e+01
1947;	1.1925000000e+02
1948;	9.6370000000e+01
1949;	7.3180000000e+01
1950;	9.6570000000e+01
1951;	9.7460000000e+01
1952;	1.1259000000e+02
1953;	9.0090000000e+01
1954;	1.2037000000e+02
1955;	1.0509000000e+02
1956;	1.0222000000e+02
1957;	1.2871000000e+02
1958;	9.3080000000e+01
1959;	1.2491000000e+02
1960;	6.9640000000e+01
1961;	9.6500000000e+01
1962;	9.6740000000e+01
1963;	9.3850000000e+01
1964;	1.0004000000e+02
1965;	6.7230000000e+01
1966;	1.1869000000e+02
1967;	8.5360000000e+01
1968;	9.2890000000e+01
1969;	9.0100000000e+01
1970;	9.0030000000e+01
1971;	1.0447000000e+02
1972;	1.1602000000e+02
1973;	1.2199000000e+02
1974;	1.1005000000e+02
1975;	8.1340000000e+01
1976;	1.1407000000e+02
1977;	1.2307000000e+02
1978;	1.2664000000e+02
1979;	1.0715000000e+02
1980;	8.2950000000e+01
1981;	1.2259000000e+02
1982;	1.1039000000e+02
1983;	9.0070000000e+01
1984;	1.1267000000e+02
1985;	1.0502000000e+02
1986;	1.1685000000e+02
1987;	1.0355000000e+02
1988;	9.4950000000e+01
1989;	9.3170000000e+01
1990;	9.3550000000e+01
1991;	1.2015000000e+02
1992;	1.0143000000e+02
1993;	1.0808000000e+02
1994;	1.0154000000e+02
1995;	9.5100000000e+01
1996;	1.0952000000e+02
1997;	1.0141000000e+02
1998;	1.0262000000e+02
1999;	9.3520000000e+01
2000;	1.0393000000e+02
2001;	8.0320000000e+01
2002;	1.0918000000e+02
2003;	8.0320000000e+01
2004;	1.0143000000e+02
