Exp_N=1;	Exp_N=2;	Exp_N=10;	Exp_N=100
2.57082e+00;	1.60999e+00;	1.32328e+00;	9.75571e-01
4.56079e-01;	9.35599e-01;	8.33585e-01;	1.09469e+00
7.90443e-01;	7.75412e-01;	1.14909e+00;	9.15066e-01
1.58060e+00;	1.29541e+00;	6.59275e-01;	1.02290e+00
3.11487e-01;	4.58095e+00;	8.45909e-01;	9.69479e-01
2.66944e+00;	1.15734e+00;	6.57695e-01;	9.47095e-01
9.16393e-01;	1.91514e+00;	4.26833e-01;	1.07490e+00
7.15030e-01;	6.20455e-01;	1.42967e+00;	1.06124e+00
3.57425e-02;	3.36864e-01;	8.78732e-01;	8.87078e-01
5.28848e-01;	4.15076e-01;	1.04329e+00;	9.66059e-01
1.34742e+00;	5.46348e-01;	6.08038e-01;	8.86357e-01
4.02148e-01;	5.60289e-01;	1.92126e+00;	1.01725e+00
5.16550e-01;	2.57504e-01;	1.07665e+00;	1.24284e+00
6.71089e-01;	2.96817e-01;	9.93780e-01;	9.97879e-01
1.42229e+00;	7.62595e-01;	6.32471e-01;	9.54708e-01
5.00000e-01;	3.76516e-01;	8.60837e-01;	9.83700e-01
5.63903e-01;	1.02547e+00;	6.95096e-01;	1.18117e+00
2.42698e+00;	1.01767e+00;	1.16896e+00;	1.00293e+00
2.07215e-01;	8.89461e-01;	1.58170e+00;	1.08198e+00
7.62868e-02;	1.90057e+00;	8.46699e-01;	1.03316e+00
8.38422e-01;	8.97678e-01;	6.86793e-01;	9.56489e-01
3.09275e-01;	1.41866e+00;	8.32536e-01;	9.07967e-01
5.29717e-01;	2.05920e-01;	1.10087e+00;	1.02807e+00
2.95944e-01;	2.13286e+00;	9.04439e-01;	1.05127e+00
9.96522e-01;	1.16451e+00;	1.85004e+00;	9.40197e-01
8.35936e-02;	2.70237e-01;	1.31317e+00;	1.01457e+00
2.96245e+00;	7.96969e-02;	1.04423e+00;	1.19025e+00
4.67611e-02;	1.25353e+00;	1.24841e+00;	1.05814e+00
1.61049e-01;	1.36805e+00;	7.62437e-01;	9.73383e-01
3.52365e-01;	4.18405e-01;	1.48509e+00;	1.06776e+00
8.84341e-01;	1.66136e+00;	7.40623e-01;	9.45527e-01
5.48642e-01;	3.92038e-01;	1.09211e+00;	1.00895e+00
1.28756e+00;	1.24454e+00;	8.28206e-01;	9.54976e-01
1.40717e+00;	7.02821e-01;	1.00772e+00;	9.21793e-01
1.49237e+00;	1.15105e+00;	7.25571e-01;	9.74356e-01
3.54243e-01;	2.63454e-01;	7.45740e-01;	1.08820e+00
2.82524e-01;	1.30161e+00;	8.03440e-01;	1.07055e+00
9.72724e-01;	1.67286e+00;	1.39608e+00;	8.11289e-01
1.86567e+00;	6.04277e-01;	9.33563e-01;	1.09562e+00
2.81020e-01;	4.54467e-01;	9.26770e-01;	1.13143e+00
2.13487e+00;	4.11750e-01;	8.66268e-01;	1.11176e+00
9.87200e-01;	7.49621e-01;	9.75859e-01;	1.16711e+00
5.82706e-01;	5.53142e-01;	1.14484e+00;	9.72892e-01
1.98344e-01;	1.32415e+00;	1.75400e+00;	1.06252e+00
1.36227e+00;	5.58434e-01;	1.70134e+00;	1.03263e+00
3.98567e-01;	1.14561e+00;	6.03395e-01;	1.06631e+00
5.02326e-02;	1.88749e+00;	1.13795e+00;	1.00170e+00
5.38024e-02;	1.26164e+00;	8.42116e-01;	1.04494e+00
1.62407e+00;	1.27931e+00;	7.60106e-01;	1.07796e+00
1.63657e+00;	1.21611e+00;	1.02722e+00;	1.02604e+00
1.09199e+00;	1.19134e+00;	9.09941e-01;	1.03550e+00
3.45422e-01;	2.87112e+00;	7.36110e-01;	9.53653e-01
2.30346e-01;	2.01535e+00;	1.00986e+00;	8.41735e-01
6.04715e-01;	1.26056e-01;	1.00174e+00;	1.04953e+00
5.41266e-01;	1.29958e+00;	9.29365e-01;	9.52099e-01
3.40722e+00;	5.99891e-01;	1.54900e+00;	1.20547e+00
1.94152e+00;	1.41837e+00;	8.56865e-01;	8.80462e-01
1.15092e+00;	9.60737e-01;	8.74281e-01;	1.03739e+00
4.07765e+00;	8.33135e-01;	8.34851e-01;	1.23833e+00
5.40404e-01;	1.97322e+00;	1.31601e+00;	8.96300e-01
5.64645e-01;	1.34533e+00;	5.30456e-01;	1.06695e+00
4.88071e-02;	2.39175e+00;	7.06252e-01;	8.65905e-01
1.40310e+00;	7.59055e-01;	7.90815e-01;	8.25341e-01
8.58165e-03;	1.38715e+00;	1.13370e+00;	9.40032e-01
5.45496e-01;	1.59006e-01;	6.19758e-01;	1.20189e+00
2.06267e+00;	1.53171e+00;	1.45996e+00;	9.69629e-01
6.42473e-01;	6.12740e-01;	1.06567e+00;	9.60423e-01
1.14999e+00;	8.98603e-01;	8.51668e-01;	1.10017e+00
1.80249e-01;	1.20165e+00;	4.54104e-01;	1.04449e+00
3.77856e+00;	1.41897e+00;	6.68252e-01;	1.04904e+00
2.30025e+00;	2.14632e+00;	6.69276e-01;	9.24796e-01
8.69488e-01;	1.02545e-01;	6.20845e-01;	1.00108e+00
3.55494e+00;	1.17166e+00;	1.57246e+00;	9.30292e-01
2.06788e-01;	5.54948e-01;	1.53266e+00;	1.17129e+00
6.82815e-01;	1.16171e+00;	6.66089e-01;	9.32651e-01
1.39067e-01;	2.80203e-01;	7.92593e-01;	1.05367e+00
5.11802e-01;	1.26234e+00;	7.45406e-01;	1.02097e+00
1.35610e+00;	2.69521e-01;	1.12292e+00;	1.17170e+00
6.16707e-01;	2.66562e+00;	1.92504e+00;	9.26611e-01
6.60947e-02;	7.47268e-01;	1.73962e+00;	1.07607e+00
1.86520e+00;	1.60845e+00;	7.29006e-01;	9.47638e-01
4.40114e-01;	2.45971e-01;	7.82185e-01;	1.03723e+00
1.52126e+00;	9.19924e-01;	8.15625e-01;	9.35871e-01
1.20023e+00;	5.75663e-01;	9.36106e-01;	1.08310e+00
7.10500e-03;	1.14644e+00;	8.59226e-01;	9.80318e-01
1.30339e+00;	2.08235e-01;	6.57506e-01;	1.10064e+00
9.48343e-01;	9.06600e-02;	8.88525e-01;	1.03999e+00
1.64126e+00;	1.72522e+00;	6.53242e-01;	1.24369e+00
3.06039e-01;	1.07736e+00;	1.24501e+00;	7.94444e-01
2.86316e-01;	3.55326e-01;	9.96176e-01;	9.56289e-01
1.85396e-01;	6.30987e-01;	1.27974e+00;	1.05115e+00
5.84476e-01;	1.91462e+00;	1.17634e+00;	1.09399e+00
3.57677e+00;	4.73297e-01;	8.77021e-01;	1.05707e+00
2.23478e+00;	2.39052e+00;	9.10316e-01;	8.44111e-01
5.41589e-01;	2.65734e+00;	1.24852e+00;	1.01154e+00
3.64273e-01;	9.09867e-01;	9.39868e-01;	9.39147e-01
2.44737e-01;	1.35657e+00;	7.48361e-01;	1.03369e+00
2.65257e+00;	2.96664e-01;	1.32754e+00;	1.06127e+00
3.18016e+00;	1.01497e+00;	1.07626e+00;	9.42130e-01
6.35474e-01;	6.75363e-01;	7.77472e-01;	1.03506e+00
6.28645e-01;	3.01225e+00;	1.34160e+00;	1.23343e+00
2.37647e+00;	7.37963e-01;	9.59767e-01;	1.06489e+00
6.39985e-01;	3.51228e-01;	9.97543e-01;	1.22922e+00
1.66089e+00;	1.72745e+00;	1.14646e+00;	1.15206e+00
9.41791e-02;	7.66217e-01;	7.74757e-01;	1.02329e+00
2.02091e+00;	1.50922e+00;	1.23795e+00;	9.05041e-01
7.37306e-01;	1.72894e+00;	1.73974e+00;	1.08739e+00
1.67173e+00;	7.56869e-01;	9.03326e-01;	1.08937e+00
1.49973e-01;	1.32620e+00;	1.54046e+00;	1.05907e+00
2.51639e-01;	1.30896e+00;	1.08640e+00;	8.72299e-01
2.98258e+00;	1.16771e+00;	1.27720e+00;	8.93491e-01
3.04808e+00;	1.76436e+00;	1.76440e+00;	8.71626e-01
7.68690e-01;	1.69732e+00;	1.52601e+00;	9.08545e-01
4.19391e-02;	3.76441e-01;	1.06590e+00;	1.18878e+00
1.29944e-01;	1.28743e-01;	1.57841e+00;	1.00101e+00
3.57935e+00;	3.15898e+00;	1.13654e+00;	1.19177e+00
8.37088e-01;	7.75362e-01;	1.11848e+00;	1.01407e+00
5.63736e-01;	1.41028e+00;	6.43303e-01;	1.17423e+00
1.37562e-01;	3.66664e-01;	5.77909e-01;	1.05411e+00
4.03543e-01;	1.38911e+00;	1.04079e+00;	9.91264e-01
3.98960e-02;	7.33072e-01;	1.11971e+00;	1.10905e+00
7.61799e-01;	5.96822e-01;	8.06449e-01;	1.07346e+00
1.17996e-01;	1.31608e-01;	9.10330e-01;	8.68507e-01
6.51260e-01;	3.00301e-01;	6.98910e-01;	1.05251e+00
9.96644e-01;	5.50131e-01;	1.47209e+00;	1.34127e+00
9.46800e-01;	2.10724e+00;	8.59094e-01;	1.06225e+00
4.42820e-01;	6.44453e-01;	9.96170e-01;	8.75007e-01
2.55945e-01;	6.76542e-01;	7.52258e-01;	9.59770e-01
1.72927e+00;	4.82391e-01;	1.23949e+00;	8.09239e-01
7.34618e-01;	5.35112e-01;	1.17407e+00;	9.62590e-01
1.14448e+00;	5.18019e-02;	1.20508e+00;	1.16394e+00
2.32370e-01;	1.87232e+00;	1.08675e+00;	1.06002e+00
1.28427e+00;	1.24243e+00;	6.28451e-01;	9.62077e-01
1.41251e-01;	1.93765e+00;	1.02041e+00;	1.12576e+00
4.79678e-02;	4.12392e-01;	1.19885e+00;	1.03423e+00
1.56746e+00;	6.22626e-01;	8.20644e-01;	9.48334e-01
4.28762e-01;	1.37223e+00;	1.30596e+00;	9.67879e-01
3.44272e-01;	1.35285e+00;	1.46714e+00;	1.11303e+00
1.71731e-01;	3.07177e-01;	1.69404e+00;	1.15570e+00
1.09171e+00;	1.44210e+00;	8.72704e-01;	9.21858e-01
1.71755e-01;	7.42324e-01;	9.27322e-01;	9.91057e-01
8.22752e-01;	6.65738e-01;	1.29466e+00;	1.00824e+00
1.50436e+00;	1.34150e+00;	1.32191e+00;	1.13663e+00
2.89452e-01;	5.37417e-01;	1.16843e+00;	9.17440e-01
6.62962e-01;	1.13723e+00;	1.18394e+00;	1.03960e+00
1.10840e-01;	3.03225e-01;	8.56520e-01;	1.22293e+00
6.10788e-01;	1.06322e+00;	7.30368e-01;	1.13094e+00
1.42342e+00;	1.69620e+00;	1.06708e+00;	1.18676e+00
2.58101e+00;	1.56949e+00;	9.35277e-01;	1.03202e+00
2.39375e-02;	1.05589e+00;	1.83482e+00;	9.47685e-01
2.28036e+00;	2.80442e-01;	9.22111e-01;	1.01493e+00
9.55442e-01;	1.30436e+00;	9.10888e-01;	1.08970e+00
9.48745e-01;	1.93470e+00;	9.60931e-01;	8.78801e-01
3.69332e-01;	5.01366e-01;	1.11246e+00;	9.54043e-01
1.50564e+00;	7.42768e-01;	8.25665e-01;	8.92859e-01
2.14076e+00;	2.33691e+00;	1.09198e+00;	9.51178e-01
9.61365e-03;	6.33581e-01;	6.62428e-01;	1.03274e+00
4.60855e-01;	1.97514e+00;	1.03019e+00;	1.21755e+00
6.13320e-02;	7.05064e-01;	5.70447e-01;	1.12935e+00
6.90779e-01;	7.18548e-01;	6.73695e-01;	1.15737e+00
5.80329e-01;	1.05874e+00;	7.41558e-01;	9.94049e-01
2.08815e-01;	1.28007e+00;	3.24358e-01;	1.02924e+00
1.84343e+00;	1.74848e+00;	9.57557e-01;	9.22702e-01
3.91989e-01;	4.07489e-01;	9.33501e-01;	9.64233e-01
2.40801e+00;	3.72219e-01;	8.66602e-01;	1.09494e+00
7.45830e-02;	1.04630e+00;	1.04953e+00;	9.70458e-01
9.49434e-02;	1.04169e+00;	4.80583e-01;	1.08169e+00
7.61487e-01;	9.48767e-01;	1.02508e+00;	1.07489e+00
7.49708e-02;	6.08694e-01;	6.06920e-01;	1.03042e+00
7.01301e-01;	1.24968e+00;	8.78024e-01;	1.13121e+00
7.51721e-02;	3.79813e-01;	6.31448e-01;	1.12519e+00
2.54569e-01;	1.35122e+00;	1.03772e+00;	9.29636e-01
1.08921e+00;	5.70052e-01;	1.21970e+00;	9.66507e-01
1.29511e+00;	1.13446e+00;	1.11460e+00;	9.13497e-01
3.46170e-01;	3.59395e-01;	5.81694e-01;	9.94861e-01
1.35654e+00;	9.38862e-01;	1.36577e+00;	9.91731e-01
2.37105e-02;	9.40853e-01;	8.65075e-01;	9.27907e-01
9.03248e-01;	2.32398e-01;	9.93055e-01;	9.74579e-01
4.74722e+00;	2.20183e-01;	1.00786e+00;	8.66447e-01
4.26412e-01;	1.44260e+00;	1.35582e+00;	8.82526e-01
1.40079e+00;	9.42039e-01;	1.38278e+00;	1.02624e+00
4.98096e-01;	5.17360e-01;	8.42237e-01;	1.10428e+00
1.67120e+00;	1.71822e+00;	5.69679e-01;	1.02508e+00
7.97336e-02;	1.58421e+00;	8.37409e-01;	9.96461e-01
3.21499e-01;	9.62219e-01;	8.13695e-01;	1.19872e+00
3.45465e-01;	2.40949e-01;	1.56683e+00;	1.09398e+00
1.53234e+00;	1.41024e+00;	1.34010e+00;	9.17344e-01
5.43017e+00;	2.29899e-01;	7.49693e-01;	1.10073e+00
8.47039e-01;	4.21104e-01;	1.28981e+00;	1.12388e+00
2.10569e+00;	1.13431e+00;	8.90903e-01;	1.11475e+00
7.46485e-02;	1.30101e+00;	8.38692e-01;	9.18034e-01
3.82457e-02;	1.51568e+00;	7.83702e-01;	1.10187e+00
2.48156e-01;	8.16564e-01;	1.26625e+00;	1.01027e+00
1.15022e+00;	5.87340e-01;	6.55837e-01;	9.45850e-01
7.18533e-01;	8.84623e-01;	5.73345e-01;	1.15607e+00
4.61817e-01;	6.23411e-01;	1.25654e+00;	8.88934e-01
1.45891e+00;	9.75107e-02;	5.84586e-01;	8.16703e-01
3.73736e-01;	1.66172e+00;	2.07269e+00;	1.09939e+00
5.41395e-01;	7.44712e-01;	1.40590e+00;	9.59193e-01
3.22964e-02;	2.25274e-01;	7.44200e-01;	9.23835e-01
5.03710e-01;	1.03980e+00;	5.77374e-01;	7.68811e-01
1.47870e-03;	2.24850e+00;	8.61882e-01;	9.43856e-01
1.42918e+00;	5.67177e-01;	1.70005e+00;	9.27050e-01
8.17390e-01;	1.89088e-01;	6.35187e-01;	1.12266e+00
1.54417e+00;	7.66678e-01;	8.62341e-01;	8.67001e-01
6.54204e-02;	1.16598e+00;	1.33765e+00;	1.07415e+00
1.09946e-01;	7.34236e-01;	6.04608e-01;	1.10478e+00
1.22099e+00;	1.13016e+00;	1.96202e+00;	1.10284e+00
3.12473e-01;	2.23343e+00;	9.07182e-01;	9.63909e-01
8.94900e-01;	1.73603e+00;	4.87724e-01;	9.29355e-01
9.90019e-01;	2.47214e+00;	1.12727e+00;	8.13063e-01
2.44690e-01;	1.37584e+00;	9.78062e-01;	1.03488e+00
1.55758e-01;	5.76870e-01;	9.24781e-01;	1.09457e+00
2.46617e-01;	4.50677e+00;	6.66401e-01;	1.14937e+00
7.58972e-01;	2.21844e+00;	7.06929e-01;	9.92903e-01
8.26754e-02;	2.49290e+00;	8.94561e-01;	1.08890e+00
4.81373e-03;	1.35040e+00;	8.30818e-01;	8.24296e-01
1.66331e-02;	9.98509e-01;	7.71786e-01;	1.19085e+00
2.86566e+00;	3.15750e+00;	9.13259e-01;	1.04174e+00
1.43732e+00;	1.07402e+00;	8.07109e-01;	1.02285e+00
9.09764e-01;	5.73543e-01;	1.73327e+00;	8.69388e-01
4.86733e-01;	5.59168e-01;	6.91251e-01;	1.05193e+00
2.99165e-01;	3.89828e-01;	7.79928e-01;	1.08629e+00
1.69594e+00;	7.62474e-01;	1.03579e+00;	1.12390e+00
1.85401e-01;	3.41200e-01;	8.52286e-01;	8.64779e-01
2.45950e+00;	7.47824e-01;	1.18008e+00;	1.03889e+00
3.53138e-01;	1.18373e+00;	1.15079e+00;	1.06033e+00
9.98952e-01;	4.17726e-01;	6.11789e-01;	1.07248e+00
2.83779e-01;	9.55491e-01;	1.02590e+00;	8.76909e-01
9.99653e-01;	2.63811e-01;	1.00737e+00;	9.82009e-01
1.19665e+00;	1.68757e+00;	1.13778e+00;	1.03513e+00
4.63878e-01;	1.95542e-01;	5.79919e-01;	8.60487e-01
8.53428e-01;	7.12621e-02;	8.31791e-01;	8.86255e-01
2.23184e-01;	9.05216e-01;	8.70609e-01;	7.77986e-01
1.15735e-01;	2.12670e-01;	5.38839e-01;	9.75615e-01
1.69884e+00;	7.93372e-01;	4.70860e-01;	9.57091e-01
1.76672e+00;	8.15992e-01;	1.07834e+00;	8.78747e-01
1.67149e+00;	4.17295e-01;	2.57038e+00;	1.06143e+00
1.08911e+00;	7.22260e-01;	9.36160e-01;	8.78449e-01
1.87637e-01;	1.11663e+00;	6.19378e-01;	1.14394e+00
1.45486e-01;	1.11971e+00;	1.16773e+00;	1.18408e+00
1.00877e+00;	1.64522e+00;	9.56915e-01;	9.03612e-01
3.04897e-01;	5.93166e-01;	1.11851e+00;	1.00393e+00
6.53282e-01;	8.43451e-01;	9.14944e-01;	1.04884e+00
3.34416e+00;	5.61609e-01;	1.00000e+00;	8.01766e-01
5.49559e-01;	5.55815e-01;	6.79084e-01;	9.03675e-01
2.89754e+00;	7.61748e-01;	8.48778e-01;	1.01569e+00
3.30542e-01;	6.66450e-01;	6.73078e-01;	1.01486e+00
7.12966e-01;	1.62905e+00;	5.41836e-01;	1.02758e+00
1.05362e+00;	4.74270e-01;	1.02189e+00;	1.18912e+00
1.02552e-01;	9.72815e-01;	8.66507e-01;	1.01193e+00
3.95342e+00;	7.63743e-01;	7.01282e-01;	1.08946e+00
3.87832e+00;	1.83394e+00;	5.48062e-01;	1.08092e+00
6.42535e-01;	4.82828e-01;	1.37851e+00;	8.20651e-01
2.97352e+00;	9.77175e-01;	6.70050e-01;	1.02259e+00
2.96655e-01;	6.49444e-01;	1.53974e+00;	9.67923e-01
7.52673e-01;	1.41901e+00;	1.16076e+00;	9.92118e-01
9.15455e-01;	2.53945e+00;	8.54399e-01;	9.49310e-01
7.08158e-01;	1.25397e+00;	9.05811e-01;	1.10575e+00
1.50113e-01;	9.26553e-01;	5.83470e-01;	1.28110e+00
4.47527e-02;	8.31182e-01;	5.54816e-01;	1.05521e+00
9.45943e-01;	9.40362e-01;	7.52576e-01;	9.94677e-01
1.16143e-01;	2.85495e-01;	1.24281e+00;	1.06818e+00
7.96750e-02;	8.86497e-01;	8.95388e-01;	9.55984e-01
1.67152e-03;	6.73175e-01;	8.57948e-01;	9.75050e-01
4.36306e-01;	1.41152e+00;	5.70597e-01;	8.47116e-01
1.33920e+00;	4.33508e-01;	1.30928e+00;	9.10381e-01
2.68045e+00;	6.07579e-01;	1.71775e+00;	1.07181e+00
1.90410e+00;	3.62399e-01;	1.15001e+00;	9.51875e-01
2.92076e+00;	1.41116e+00;	7.76838e-01;	1.03633e+00
2.71621e-01;	2.34674e+00;	1.31524e+00;	1.04463e+00
2.09269e-01;	3.12967e-01;	1.58111e+00;	8.19240e-01
3.84884e-01;	4.15125e-01;	1.06045e+00;	1.00375e+00
4.28692e-01;	3.37812e-01;	1.24483e+00;	9.15485e-01
9.83644e-02;	3.82705e-01;	6.01723e-01;	9.49809e-01
2.17093e-01;	1.33040e+00;	1.14683e+00;	1.02646e+00
1.67774e+00;	1.74015e+00;	1.07335e+00;	1.07964e+00
1.13100e+00;	5.19858e-01;	5.37960e-01;	9.04596e-01
3.16758e-01;	7.33341e-01;	1.05821e+00;	1.03649e+00
1.36563e+00;	1.21818e+00;	5.43265e-01;	1.00918e+00
6.46217e-01;	1.55481e+00;	8.64406e-01;	9.58457e-01
1.45250e+00;	1.91026e-01;	1.05793e+00;	9.39836e-01
2.46621e-01;	3.56834e-01;	9.21346e-01;	1.00309e+00
2.05844e-01;	2.90773e-01;	1.47752e+00;	1.06095e+00
1.87877e+00;	4.41709e-01;	9.14903e-01;	1.03509e+00
1.16829e+00;	1.10015e+00;	9.83442e-01;	1.01742e+00
4.42373e+00;	6.56378e-01;	1.03486e+00;	1.03044e+00
1.24729e-01;	6.96720e-01;	6.78498e-01;	1.20792e+00
9.29494e-01;	1.32540e+00;	1.31071e+00;	1.10781e+00
9.40709e-01;	4.70899e-01;	6.58709e-01;	8.96113e-01
1.97583e+00;	7.83704e-01;	1.71178e+00;	9.45888e-01
5.10852e-02;	1.12182e+00;	1.09959e+00;	8.68439e-01
2.41891e-01;	4.26952e-01;	1.03352e+00;	9.76900e-01
1.62242e+00;	1.12299e+00;	7.04697e-01;	9.28446e-01
1.62983e-01;	2.23240e-01;	1.20232e+00;	9.79049e-01
1.30428e+00;	4.45990e-01;	6.04974e-01;	9.76402e-01
2.87069e+00;	1.24552e-01;	1.16678e+00;	1.05198e+00
2.46592e+00;	4.95064e-01;	1.02717e+00;	9.23235e-01
1.17205e-01;	1.06705e+00;	1.33673e+00;	9.64864e-01
5.73061e-01;	3.20009e-01;	1.37155e+00;	1.22542e+00
8.93318e-01;	8.71944e-01;	8.58198e-01;	9.76226e-01
4.05256e-01;	3.06185e-01;	1.02681e+00;	9.84999e-01
3.34430e-01;	1.27192e-01;	1.06331e+00;	1.03279e+00
9.91555e-02;	2.11998e+00;	1.31181e+00;	8.95795e-01
2.66968e-01;	1.46542e+00;	8.55664e-01;	9.14411e-01
2.89544e-01;	1.28882e+00;	1.02848e+00;	1.27708e+00
3.29331e+00;	1.52785e+00;	8.76497e-01;	1.08642e+00
8.55760e-01;	9.37689e-01;	7.63220e-01;	1.02112e+00
8.07470e-01;	3.05681e+00;	1.03644e+00;	1.09191e+00
4.56702e+00;	1.27453e+00;	1.19695e+00;	1.13425e+00
1.71552e+00;	9.15242e-01;	1.13296e+00;	9.54499e-01
1.61968e+00;	4.12000e-01;	6.55635e-01;	7.75165e-01
2.95346e-02;	2.67776e-01;	7.54527e-01;	1.23495e+00
4.02340e-02;	4.16305e-01;	7.05260e-01;	9.79515e-01
1.52219e+00;	3.23121e+00;	7.55297e-01;	1.04967e+00
1.83120e-01;	7.33986e-01;	8.08887e-01;	8.55813e-01
3.45155e-02;	1.05979e+00;	1.05147e+00;	1.00129e+00
3.99521e+00;	1.29477e+00;	6.10145e-01;	1.03313e+00
1.15459e+00;	3.75174e-01;	1.28510e+00;	1.00853e+00
2.26894e+00;	2.83326e-01;	1.24082e+00;	1.01796e+00
6.85822e-02;	5.97896e-01;	7.70590e-01;	8.86436e-01
7.62134e-03;	4.94999e-01;	7.12257e-01;	8.91405e-01
1.24117e+00;	6.27064e-01;	9.14944e-01;	9.87362e-01
5.37751e-01;	8.30440e-02;	1.02712e+00;	8.59743e-01
2.15553e+00;	9.83909e-01;	1.52188e+00;	8.54896e-01
6.39070e-01;	9.05547e-01;	1.15881e+00;	9.87362e-01
8.85694e-01;	5.83764e-01;	8.43528e-01;	8.97633e-01
1.79622e+00;	5.99476e-01;	5.63633e-01;	9.49184e-01
3.72303e+00;	1.52347e+00;	4.71856e-01;	1.02111e+00
4.20999e-01;	4.48122e-01;	9.72900e-01;	1.09652e+00
5.49747e-01;	8.69176e-01;	7.47125e-01;	1.09876e+00
5.58610e-01;	8.06101e-01;	1.17675e+00;	1.12853e+00
1.28105e+00;	6.61014e-01;	1.29665e+00;	8.74060e-01
2.41616e-01;	1.73286e+00;	1.38294e+00;	1.04387e+00
2.50835e-01;	1.11891e+00;	6.09147e-01;	9.24975e-01
1.56531e+00;	1.34953e+00;	1.08992e+00;	8.88464e-01
2.44283e+00;	1.40855e+00;	1.18094e+00;	8.27421e-01
1.48741e+00;	1.74010e+00;	9.85305e-01;	1.14486e+00
1.25827e+00;	9.40519e-01;	1.20557e+00;	8.61763e-01
6.95502e-02;	5.18997e-01;	6.09288e-01;	9.88506e-01
5.79699e-01;	1.58295e+00;	4.53670e-01;	1.03185e+00
4.40643e-01;	7.70714e-01;	6.50169e-01;	8.75812e-01
4.94286e-01;	1.39461e+00;	1.14417e+00;	1.03979e+00
1.14531e+00;	6.02338e-01;	8.86157e-01;	8.40629e-01
5.22535e-01;	1.35753e-01;	9.46514e-01;	1.11546e+00
2.46103e+00;	5.56047e-01;	7.00758e-01;	9.39895e-01
5.35861e-01;	2.27326e+00;	8.08679e-01;	9.28694e-01
1.24616e-01;	8.14420e-01;	6.74724e-01;	8.31974e-01
4.70127e-01;	9.91983e-01;	7.28405e-01;	1.03648e+00
3.64430e+00;	4.95240e-01;	1.11402e+00;	9.70694e-01
1.07392e+00;	9.65592e-01;	6.15280e-01;	1.03036e+00
1.34727e+00;	2.71989e-01;	1.11485e+00;	8.86968e-01
1.19625e+00;	2.08737e+00;	1.50231e+00;	1.10471e+00
1.53133e+00;	6.18690e-01;	9.35640e-01;	8.69064e-01
1.55367e+00;	9.73265e-01;	1.05786e+00;	9.89420e-01
4.12585e-01;	5.88720e-01;	1.57688e+00;	9.18381e-01
3.29232e-02;	4.27574e-01;	4.71660e-01;	1.17182e+00
2.50018e+00;	2.18710e+00;	5.84656e-01;	8.12824e-01
8.25267e-01;	6.00007e-01;	1.01004e+00;	1.17414e+00
3.09503e+00;	2.08564e+00;	1.18434e+00;	1.06930e+00
1.51548e-01;	7.78883e-01;	1.31569e+00;	1.03459e+00
4.41379e-01;	5.33699e-01;	1.42032e+00;	8.90610e-01
3.03838e-01;	1.61832e+00;	8.92137e-01;	9.87594e-01
1.06794e+00;	1.55168e+00;	6.69885e-01;	1.09073e+00
5.95503e-01;	7.98367e-01;	5.37224e-01;	9.95236e-01
5.76024e-03;	8.30688e-01;	1.01342e+00;	9.53317e-01
9.23018e-01;	3.76780e-01;	1.13572e+00;	8.31627e-01
3.64808e-02;	1.17832e+00;	1.13683e+00;	1.04682e+00
2.04113e+00;	3.59268e-01;	1.09848e+00;	1.21233e+00
6.25121e-01;	4.49608e-01;	8.84383e-01;	1.28643e+00
8.82858e-01;	3.62688e-01;	9.26069e-01;	8.84855e-01
3.90712e-01;	4.87575e-01;	8.82443e-01;	9.31499e-01
1.71790e+00;	8.63233e-01;	8.63295e-01;	1.11101e+00
6.68095e-01;	5.34200e-01;	8.93717e-01;	1.22461e+00
3.89807e-01;	1.12693e+00;	9.87215e-01;	1.10556e+00
2.22165e+00;	1.20846e+00;	7.56528e-01;	8.78533e-01
1.84841e+00;	5.35230e-01;	9.35065e-01;	9.91567e-01
2.21836e-01;	1.12804e+00;	1.32475e+00;	1.06577e+00
1.71228e+00;	1.07246e+00;	9.63190e-01;	9.61269e-01
5.33494e-01;	7.97567e-01;	1.05017e+00;	1.02664e+00
1.86561e+00;	6.21944e-01;	1.26108e+00;	8.87097e-01
4.59398e-02;	8.47497e-01;	6.69378e-01;	1.00324e+00
8.74105e-01;	8.46766e-01;	1.03082e+00;	1.07383e+00
1.93894e+00;	1.25618e-01;	1.02078e+00;	1.00501e+00
9.67238e-01;	1.54206e+00;	1.14676e+00;	8.59778e-01
3.36362e-01;	9.48434e-01;	6.44319e-01;	8.59929e-01
6.50496e-01;	7.07866e-01;	1.50081e+00;	9.44730e-01
6.88851e-01;	2.04408e+00;	9.52983e-01;	9.01679e-01
4.67539e-01;	6.58701e-01;	6.12711e-01;	1.22251e+00
4.32409e-01;	7.69975e-01;	9.45672e-01;	9.57585e-01
1.81993e+00;	4.88266e-01;	9.22984e-01;	8.92453e-01
9.88188e-02;	2.82438e+00;	5.19548e-01;	1.03480e+00
1.64718e+00;	5.45803e-01;	5.80518e-01;	1.07282e+00
9.90695e-01;	1.30367e+00;	1.32410e+00;	1.00387e+00
4.08264e-02;	2.50765e+00;	6.11578e-01;	9.75654e-01
1.37365e+00;	2.37135e+00;	1.09362e+00;	1.17888e+00
5.63849e-01;	1.21295e+00;	8.69943e-01;	1.01890e+00
5.38318e-01;	1.00383e+00;	8.71550e-01;	9.69987e-01
1.14198e+00;	1.92972e+00;	6.12216e-01;	1.08710e+00
