Uniform_N=1;	Uniform_N=2;	Uniform_N=10;	Uniform_N=100
5.87336e-01;	7.58973e-01;	4.09360e-01;	4.97959e-01
9.23527e-01;	4.90651e-01;	6.28418e-01;	5.04697e-01
3.66236e-01;	6.05105e-01;	4.51222e-01;	5.25842e-01
5.46356e-01;	5.16849e-01;	5.40763e-01;	5.01734e-01
7.94148e-01;	6.27542e-01;	4.37431e-01;	5.37616e-01
2.67643e-01;	5.45804e-01;	4.70814e-01;	5.03608e-01
9.30709e-01;	5.50200e-01;	4.15805e-01;	4.93581e-01
6.00041e-01;	7.57226e-01;	2.88441e-01;	5.62291e-01
5.10822e-01;	4.52080e-01;	6.16760e-01;	5.16541e-01
3.51113e-02;	2.73029e-01;	4.66412e-01;	4.51582e-01
4.10717e-01;	2.98011e-01;	4.96601e-01;	4.92117e-01
7.40089e-01;	4.17886e-01;	4.26956e-01;	4.74462e-01
3.31118e-01;	4.04646e-01;	5.74213e-01;	5.03545e-01
4.03425e-01;	2.10039e-01;	5.00958e-01;	5.72361e-01
4.88848e-01;	2.33715e-01;	5.11115e-01;	5.14320e-01
7.58840e-01;	5.33361e-01;	4.03696e-01;	4.75670e-01
3.93469e-01;	3.11182e-01;	4.58160e-01;	5.08969e-01
4.31016e-01;	5.60153e-01;	4.15553e-01;	5.25919e-01
9.11697e-01;	5.83586e-01;	5.33258e-01;	5.03817e-01
1.87156e-01;	5.88799e-01;	6.34426e-01;	5.20643e-01
7.34496e-02;	8.42427e-01;	4.72477e-01;	5.12470e-01
5.67608e-01;	4.88530e-01;	3.87708e-01;	4.94976e-01
2.66021e-01;	6.27737e-01;	4.42902e-01;	4.72028e-01
4.11229e-01;	1.84112e-01;	5.68226e-01;	5.10923e-01
2.56171e-01;	8.78586e-01;	4.65902e-01;	5.00900e-01
6.30839e-01;	6.84426e-01;	6.63257e-01;	4.63162e-01
8.01950e-02;	2.09653e-01;	6.39801e-01;	5.09255e-01
9.48308e-01;	7.59618e-02;	5.52211e-01;	5.59532e-01
4.56847e-02;	6.95826e-01;	5.40307e-01;	5.19195e-01
1.48749e-01;	6.61739e-01;	4.75884e-01;	4.81946e-01
2.96977e-01;	3.05377e-01;	6.53413e-01;	5.32869e-01
5.87014e-01;	7.24293e-01;	4.24416e-01;	4.74424e-01
4.22266e-01;	3.22695e-01;	4.93015e-01;	5.10175e-01
7.24056e-01;	7.11405e-01;	4.55578e-01;	4.99374e-01
7.55165e-01;	5.01883e-01;	5.43965e-01;	4.72385e-01
7.75161e-01;	5.72165e-01;	4.10650e-01;	4.89929e-01
2.98296e-01;	2.28621e-01;	4.39196e-01;	5.23541e-01
2.46122e-01;	7.27871e-01;	5.33211e-01;	5.09972e-01
6.21948e-01;	7.96094e-01;	5.60092e-01;	4.37931e-01
8.45208e-01;	4.50472e-01;	4.55039e-01;	5.48931e-01
2.44987e-01;	3.29199e-01;	4.71240e-01;	5.41548e-01
8.81740e-01;	3.35383e-01;	4.91606e-01;	5.05097e-01
6.27382e-01;	5.26636e-01;	5.14118e-01;	5.40384e-01
4.41615e-01;	4.06330e-01;	5.76743e-01;	5.14215e-01
1.79913e-01;	7.06175e-01;	5.91213e-01;	5.07687e-01
7.43920e-01;	4.27888e-01;	5.52612e-01;	5.31792e-01
3.28719e-01;	5.40376e-01;	3.64531e-01;	5.00949e-01
4.89918e-02;	6.51617e-01;	5.81747e-01;	5.11979e-01
5.23807e-02;	7.13286e-01;	4.75820e-01;	5.01773e-01
8.02905e-01;	5.61443e-01;	4.45899e-01;	5.13964e-01
8.05354e-01;	6.13474e-01;	5.51020e-01;	5.15295e-01
6.64452e-01;	5.24918e-01;	4.96101e-01;	5.13185e-01
2.92078e-01;	7.29507e-01;	3.63917e-01;	4.93815e-01
2.05741e-01;	8.14854e-01;	5.61994e-01;	4.72848e-01
4.53770e-01;	1.17866e-01;	4.92512e-01;	5.10323e-01
4.17989e-01;	7.27022e-01;	5.15310e-01;	4.90878e-01
9.66867e-01;	3.73377e-01;	6.45487e-01;	4.81531e-01
8.56514e-01;	5.40307e-01;	4.95632e-01;	4.67203e-01
6.83656e-01;	5.61921e-01;	5.02667e-01;	5.05205e-01
9.83053e-01;	5.60862e-01;	4.36112e-01;	5.58130e-01
4.17487e-01;	8.37816e-01;	6.16221e-01;	4.71149e-01
4.31438e-01;	7.00755e-01;	3.44379e-01;	4.93026e-01
4.76352e-02;	7.39502e-01;	3.57121e-01;	4.55309e-01
7.54167e-01;	4.77265e-01;	4.66493e-01;	4.68518e-01
8.54493e-03;	6.63873e-01;	4.69326e-01;	4.74659e-01
4.20446e-01;	1.37162e-01;	4.12745e-01;	5.45678e-01
8.72886e-01;	7.82852e-01;	6.07056e-01;	5.08067e-01
4.74010e-01;	4.56933e-01;	5.74771e-01;	4.78298e-01
6.83361e-01;	4.51119e-01;	4.39154e-01;	5.22893e-01
1.64938e-01;	5.91257e-01;	3.17337e-01;	4.84744e-01
9.77144e-01;	6.07570e-01;	4.06419e-01;	5.11493e-01
8.99766e-01;	7.67540e-01;	3.78838e-01;	4.68321e-01
5.80834e-01;	9.64791e-02;	3.90504e-01;	4.93981e-01
9.71417e-01;	6.55476e-01;	5.89967e-01;	4.86538e-01
1.86808e-01;	4.25642e-01;	7.24794e-01;	5.33954e-01
4.94807e-01;	6.06562e-01;	3.94481e-01;	4.68615e-01
1.29831e-01;	2.44168e-01;	4.51251e-01;	5.29981e-01
4.00586e-01;	6.21220e-01;	4.91759e-01;	4.96547e-01
7.42337e-01;	2.35828e-01;	5.61718e-01;	5.50761e-01
4.60281e-01;	8.21290e-01;	6.21945e-01;	4.75977e-01
6.39578e-02;	4.86680e-01;	5.90107e-01;	5.06999e-01
8.45135e-01;	6.01675e-01;	4.03169e-01;	4.72056e-01
3.56037e-01;	2.18016e-01;	4.55439e-01;	5.29161e-01
7.81564e-01;	5.96225e-01;	3.79975e-01;	4.74246e-01
6.98876e-01;	4.37396e-01;	5.09116e-01;	5.19941e-01
7.07982e-03;	5.31139e-01;	4.26108e-01;	4.84426e-01
7.28390e-01;	1.85145e-01;	3.72009e-01;	5.06141e-01
6.12618e-01;	8.56835e-02;	4.86197e-01;	4.99775e-01
8.06264e-01;	7.43966e-01;	4.02636e-01;	5.73574e-01
2.63642e-01;	4.66395e-01;	5.71119e-01;	4.33680e-01
2.48975e-01;	2.96302e-01;	4.38552e-01;	5.08263e-01
1.69224e-01;	3.79573e-01;	5.84338e-01;	5.35307e-01
4.42602e-01;	7.60105e-01;	4.69449e-01;	5.15611e-01
9.72034e-01;	3.77007e-01;	5.13381e-01;	5.20967e-01
8.92984e-01;	9.08387e-01;	5.04633e-01;	4.42082e-01
4.18177e-01;	9.19037e-01;	5.47214e-01;	4.80558e-01
3.05299e-01;	4.61460e-01;	4.77975e-01;	4.81662e-01
2.17089e-01;	7.12838e-01;	4.57285e-01;	5.14803e-01
9.29530e-01;	2.29582e-01;	6.22424e-01;	4.97864e-01
9.58421e-01;	5.84634e-01;	5.16971e-01;	4.96748e-01
4.70316e-01;	4.85711e-01;	4.89619e-01;	5.19830e-01
4.66686e-01;	9.43447e-01;	5.84114e-01;	5.45462e-01
9.07122e-01;	5.11539e-01;	4.61840e-01;	5.05852e-01
4.72700e-01;	2.83918e-01;	5.20666e-01;	5.46576e-01
8.10030e-01;	7.92611e-01;	5.42933e-01;	5.36040e-01
8.98803e-02;	5.02656e-01;	4.66929e-01;	5.21216e-01
8.67465e-01;	7.42012e-01;	5.40503e-01;	4.58433e-01
5.21599e-01;	6.51437e-01;	6.22164e-01;	5.05150e-01
8.12078e-01;	4.58329e-01;	4.79656e-01;	5.48632e-01
1.39269e-01;	7.32323e-01;	6.79829e-01;	5.16052e-01
2.22474e-01;	7.26378e-01;	5.57364e-01;	4.65911e-01
9.49338e-01;	6.88226e-01;	6.05415e-01;	4.77706e-01
9.52550e-01;	8.09657e-01;	7.28737e-01;	4.78907e-01
5.36380e-01;	6.54584e-01;	7.26349e-01;	4.98688e-01
4.10718e-02;	3.13370e-01;	5.67566e-01;	5.48296e-01
1.21855e-01;	1.18574e-01;	6.56815e-01;	5.05903e-01
9.72106e-01;	9.24563e-01;	5.19310e-01;	5.46885e-01
5.67030e-01;	4.26337e-01;	5.47466e-01;	4.97955e-01
4.30921e-01;	7.53242e-01;	4.06720e-01;	5.28276e-01
1.28520e-01;	3.00160e-01;	4.15311e-01;	5.07741e-01
3.32050e-01;	6.20589e-01;	5.19150e-01;	4.80111e-01
3.91107e-02;	4.20906e-01;	5.89682e-01;	5.22576e-01
5.33174e-01;	3.88654e-01;	4.34706e-01;	5.16494e-01
1.11300e-01;	1.23245e-01;	4.40638e-01;	4.70939e-01
4.78612e-01;	2.53852e-01;	4.29598e-01;	4.96733e-01
6.30884e-01;	3.79519e-01;	6.26370e-01;	5.69785e-01
6.12019e-01;	8.70757e-01;	4.79431e-01;	5.22039e-01
3.57777e-01;	4.71569e-01;	5.27298e-01;	4.92654e-01
2.25816e-01;	4.78386e-01;	4.37147e-01;	4.88684e-01
8.22586e-01;	3.81689e-01;	6.02317e-01;	4.54843e-01
5.20312e-01;	3.53362e-01;	5.64253e-01;	4.58873e-01
6.81609e-01;	5.04801e-02;	4.42087e-01;	5.28928e-01
2.07347e-01;	7.75304e-01;	5.39060e-01;	5.10578e-01
7.23147e-01;	4.63823e-01;	4.45570e-01;	4.92966e-01
1.31729e-01;	8.22657e-01;	5.30939e-01;	5.50369e-01
4.68356e-02;	3.37775e-01;	4.25832e-01;	4.96981e-01
7.91426e-01;	4.48309e-01;	5.26381e-01;	4.96269e-01
3.48685e-01;	5.96552e-01;	6.58518e-01;	4.79329e-01
2.91264e-01;	7.31841e-01;	5.42762e-01;	5.44438e-01
1.57794e-01;	2.63283e-01;	5.78033e-01;	5.36541e-01
6.64357e-01;	4.78430e-01;	5.10701e-01;	4.76771e-01
1.57814e-01;	5.03388e-01;	5.20117e-01;	5.07174e-01
5.60779e-01;	4.80099e-01;	5.76481e-01;	4.93462e-01
7.77842e-01;	7.20552e-01;	6.00970e-01;	5.29672e-01
2.51326e-01;	4.06094e-01;	4.96943e-01;	4.76923e-01
4.84677e-01;	6.18578e-01;	5.24501e-01;	5.26591e-01
1.04918e-01;	2.41886e-01;	4.82242e-01;	5.56647e-01
4.57077e-01;	4.66567e-01;	4.45101e-01;	5.11136e-01
7.59112e-01;	7.19765e-01;	5.96407e-01;	5.57575e-01
9.24303e-01;	5.55394e-01;	5.31376e-01;	4.97745e-01
2.36533e-02;	6.41174e-01;	7.88728e-01;	4.95095e-01
8.97753e-01;	2.44546e-01;	4.59809e-01;	4.94972e-01
6.15358e-01;	7.21883e-01;	4.93211e-01;	5.36682e-01
6.12773e-01;	5.64840e-01;	4.56743e-01;	4.75080e-01
3.08804e-01;	3.89555e-01;	5.26816e-01;	5.06992e-01
7.78124e-01;	5.03816e-01;	3.65403e-01;	4.81905e-01
8.82435e-01;	8.46859e-01;	5.61379e-01;	4.95370e-01
9.56758e-03;	4.48747e-01;	3.97266e-01;	5.08937e-01
3.69256e-01;	5.67599e-01;	4.95560e-01;	5.54559e-01
5.94891e-02;	3.86000e-01;	3.38322e-01;	5.33143e-01
4.98814e-01;	4.41801e-01;	4.04840e-01;	5.20205e-01
4.40286e-01;	6.52823e-01;	4.28951e-01;	5.05934e-01
1.88455e-01;	7.13924e-01;	2.44076e-01;	5.05854e-01
8.41726e-01;	7.56538e-01;	4.19237e-01;	4.78267e-01
3.24289e-01;	2.95678e-01;	4.71921e-01;	4.94482e-01
9.10006e-01;	2.69209e-01;	4.84502e-01;	5.09899e-01
7.18696e-02;	4.71820e-01;	5.23809e-01;	5.00932e-01
9.05756e-02;	6.06250e-01;	3.52967e-01;	5.10012e-01
5.33028e-01;	6.11092e-01;	5.80266e-01;	5.10688e-01
7.22294e-02;	4.51916e-01;	3.89681e-01;	5.24073e-01
5.04060e-01;	5.92332e-01;	4.97353e-01;	5.38297e-01
7.24162e-02;	3.12623e-01;	4.52207e-01;	5.30997e-01
2.24750e-01;	7.36981e-01;	4.65699e-01;	5.02417e-01
6.63517e-01;	3.81905e-01;	4.86025e-01;	5.08186e-01
7.26133e-01;	6.56098e-01;	5.79416e-01;	4.76787e-01
2.92607e-01;	2.81061e-01;	4.08791e-01;	5.13589e-01
7.42450e-01;	5.89762e-01;	6.15344e-01;	5.03166e-01
2.34316e-02;	5.63932e-01;	5.06185e-01;	4.78813e-01
5.94749e-01;	1.92392e-01;	5.27247e-01;	4.90080e-01
9.91324e-01;	1.90858e-01;	4.84005e-01;	4.73303e-01
3.47153e-01;	7.41747e-01;	6.24372e-01;	4.65690e-01
7.53598e-01;	6.09497e-01;	5.82874e-01;	5.18616e-01
3.92313e-01;	3.68369e-01;	4.73914e-01;	5.53597e-01
8.11979e-01;	8.20446e-01;	3.83095e-01;	5.10197e-01
7.66377e-02;	7.93726e-01;	4.78026e-01;	5.00222e-01
2.74939e-01;	5.36511e-01;	5.08695e-01;	5.42640e-01
2.92109e-01;	2.07871e-01;	5.77699e-01;	5.21894e-01
7.83971e-01;	6.54915e-01;	6.10983e-01;	4.75779e-01
9.95618e-01;	2.05296e-01;	4.44267e-01;	5.31845e-01
5.71318e-01;	3.36657e-01;	5.30861e-01;	5.13227e-01
8.78238e-01;	6.77994e-01;	5.01708e-01;	5.41262e-01
7.19303e-02;	6.82219e-01;	5.31083e-01;	4.91773e-01
3.75235e-02;	7.51456e-01;	4.93289e-01;	5.13027e-01
2.19762e-01;	5.28074e-01;	5.32895e-01;	5.17276e-01
6.83433e-01;	4.41295e-01;	2.83994e-01;	5.07397e-01
5.12533e-01;	5.21223e-01;	3.84480e-01;	5.40890e-01
3.69862e-01;	4.14252e-01;	5.51565e-01;	4.70678e-01
7.67511e-01;	8.88036e-02;	3.58492e-01;	4.61081e-01
3.11842e-01;	7.87778e-01;	7.42159e-01;	5.19323e-01
4.18064e-01;	4.16126e-01;	5.12227e-01;	4.80234e-01
3.17805e-02;	1.98188e-01;	4.50779e-01;	4.69540e-01
3.95715e-01;	5.82854e-01;	3.66981e-01;	4.51624e-01
1.47761e-03;	5.96938e-01;	3.97076e-01;	4.93365e-01
7.60495e-01;	3.61260e-01;	6.61692e-01;	4.59353e-01
5.58417e-01;	1.60029e-01;	4.34234e-01;	5.24052e-01
7.86512e-01;	5.35430e-01;	4.33690e-01;	4.64615e-01
6.33264e-02;	6.86921e-01;	6.04998e-01;	5.07593e-01
1.04118e-01;	4.33978e-01;	3.13476e-01;	5.14001e-01
7.05063e-01;	6.36762e-01;	6.10932e-01;	5.35612e-01
2.68365e-01;	8.39353e-01;	4.43250e-01;	4.86674e-01
5.91352e-01;	8.23607e-01;	3.50589e-01;	4.47858e-01
6.28430e-01;	6.19843e-01;	5.65731e-01;	4.52494e-01
2.17053e-01;	6.97069e-01;	5.63732e-01;	5.05150e-01
1.44234e-01;	3.95682e-01;	5.52945e-01;	4.92203e-01
2.18560e-01;	9.12835e-01;	3.57127e-01;	5.09096e-01
5.31853e-01;	8.84831e-01;	4.47723e-01;	5.16013e-01
7.93501e-02;	8.76205e-01;	4.73601e-01;	5.33628e-01
4.80217e-03;	5.85463e-01;	4.72790e-01;	4.57879e-01
1.64955e-02;	5.97451e-01;	3.84105e-01;	5.55016e-01
9.43055e-01;	9.17139e-01;	5.56380e-01;	5.01406e-01
7.62436e-01;	6.13564e-01;	4.55289e-01;	4.94352e-01
5.97381e-01;	3.76186e-01;	6.27634e-01;	4.34584e-01
3.85369e-01;	4.28078e-01;	4.63407e-01;	5.28354e-01
2.58563e-01;	3.22821e-01;	4.33337e-01;	5.11754e-01
8.16573e-01;	5.16194e-01;	5.36523e-01;	5.27244e-01
1.69229e-01;	2.88260e-01;	4.05429e-01;	4.56017e-01
9.14522e-01;	4.60771e-01;	5.18017e-01;	5.22714e-01
2.97519e-01;	6.73175e-01;	6.02852e-01;	5.25409e-01
6.31735e-01;	3.26967e-01;	3.66342e-01;	5.00395e-01
2.47067e-01;	5.48480e-01;	4.88321e-01;	4.55764e-01
6.31993e-01;	2.31877e-01;	5.43554e-01;	4.73213e-01
6.97795e-01;	7.88872e-01;	6.12876e-01;	5.00076e-01
3.71160e-01;	1.77566e-01;	3.09217e-01;	4.49672e-01
5.74048e-01;	6.64177e-02;	5.05675e-01;	4.83003e-01
2.00033e-01;	4.33611e-01;	4.32618e-01;	4.31981e-01
1.09289e-01;	1.89750e-01;	3.64753e-01;	5.09073e-01
8.17105e-01;	4.36076e-01;	3.58506e-01;	4.91830e-01
8.29107e-01;	4.75737e-01;	4.98977e-01;	4.76962e-01
8.12033e-01;	3.14066e-01;	7.91796e-01;	4.88572e-01
6.63486e-01;	4.86095e-01;	5.46468e-01;	4.58769e-01
1.71085e-01;	4.86087e-01;	3.61192e-01;	5.16876e-01
1.35398e-01;	5.37928e-01;	5.69000e-01;	5.49596e-01
6.35333e-01;	5.90680e-01;	5.35898e-01;	4.94745e-01
2.62800e-01;	4.45716e-01;	5.27248e-01;	4.98756e-01
4.79665e-01;	5.56061e-01;	5.49210e-01;	5.15226e-01
9.64710e-01;	4.25826e-01;	5.69110e-01;	4.35151e-01
4.22796e-01;	4.22472e-01;	4.25483e-01;	4.65528e-01
9.44842e-01;	4.12272e-01;	4.17660e-01;	5.01095e-01
2.81466e-01;	3.98710e-01;	3.71639e-01;	5.05950e-01
5.09812e-01;	5.65753e-01;	3.61404e-01;	4.87398e-01
6.51327e-01;	3.46949e-01;	4.11660e-01;	5.49112e-01
9.74684e-02;	6.07708e-01;	5.01315e-01;	5.06344e-01
9.80811e-01;	5.32278e-01;	4.54938e-01;	4.92965e-01
9.79314e-01;	6.60072e-01;	3.72931e-01;	5.35726e-01
4.74043e-01;	3.53127e-01;	6.23362e-01;	4.69587e-01
9.48877e-01;	6.21424e-01;	4.16915e-01;	5.08692e-01
2.56700e-01;	4.18581e-01;	6.11044e-01;	5.02845e-01
5.28894e-01;	6.38813e-01;	5.48771e-01;	4.88026e-01
5.99666e-01;	9.21021e-01;	5.21534e-01;	4.89056e-01
5.07449e-01;	6.29500e-01;	4.89777e-01;	5.39584e-01
1.39389e-01;	5.73308e-01;	3.78784e-01;	5.84882e-01
4.37661e-02;	5.64460e-01;	3.30743e-01;	5.11753e-01
6.11687e-01;	5.85926e-01;	3.83767e-01;	4.96785e-01
1.09652e-01;	2.20061e-01;	6.20248e-01;	5.30484e-01
7.65836e-02;	5.77091e-01;	4.23443e-01;	4.92539e-01
1.67013e-03;	4.65585e-01;	4.91163e-01;	4.77808e-01
3.53580e-01;	7.46188e-01;	3.91557e-01;	4.68037e-01
7.37945e-01;	3.09236e-01;	6.34677e-01;	4.65140e-01
9.31468e-01;	3.63126e-01;	7.20810e-01;	5.14408e-01
8.51043e-01;	2.92334e-01;	5.78853e-01;	4.70292e-01
9.46107e-01;	5.76641e-01;	4.77511e-01;	5.16683e-01
2.37857e-01;	7.62286e-01;	5.57858e-01;	4.96443e-01
1.88823e-01;	2.68310e-01;	6.91340e-01;	4.48622e-01
3.19471e-01;	3.22433e-01;	5.10746e-01;	5.16804e-01
3.48640e-01;	2.74854e-01;	6.45966e-01;	4.43739e-01
9.36814e-02;	2.94904e-01;	4.01383e-01;	5.02200e-01
1.95145e-01;	6.06898e-01;	5.90478e-01;	5.01278e-01
8.13205e-01;	6.15012e-01;	5.50391e-01;	5.19179e-01
6.77290e-01;	3.79496e-01;	3.89784e-01;	4.76382e-01
2.71493e-01;	3.91544e-01;	5.69936e-01;	5.19287e-01
7.44780e-01;	6.03150e-01;	3.53562e-01;	4.98203e-01
4.75975e-01;	7.88614e-01;	5.00669e-01;	4.96444e-01
7.66015e-01;	1.72763e-01;	5.57924e-01;	4.73760e-01
2.18563e-01;	2.74495e-01;	5.19671e-01;	5.21188e-01
1.86040e-01;	2.34375e-01;	6.76211e-01;	5.39286e-01
8.47223e-01;	3.29066e-01;	4.10526e-01;	5.05687e-01
6.89102e-01;	5.12770e-01;	5.39899e-01;	5.49847e-01
9.88011e-01;	3.85378e-01;	5.74211e-01;	5.26394e-01
1.17264e-01;	4.07649e-01;	4.09626e-01;	5.51929e-01
6.05247e-01;	7.14779e-01;	5.25801e-01;	5.40531e-01
6.09649e-01;	3.25306e-01;	3.68902e-01;	4.69755e-01
8.61353e-01;	4.58400e-01;	6.91852e-01;	4.83867e-01
4.98023e-02;	6.29440e-01;	5.77926e-01;	4.48953e-01
2.14859e-01;	3.46371e-01;	5.35637e-01;	5.11410e-01
8.02580e-01;	5.93186e-01;	4.37264e-01;	4.81975e-01
1.50395e-01;	1.93166e-01;	5.22077e-01;	4.88441e-01
7.28631e-01;	3.21803e-01;	3.82473e-01;	4.77830e-01
9.43340e-01;	1.11604e-01;	5.74816e-01;	5.29825e-01
9.15069e-01;	3.78898e-01;	4.85485e-01;	4.90175e-01
1.10597e-01;	4.57668e-01;	5.92895e-01;	5.07812e-01
4.36203e-01;	2.73855e-01;	6.34137e-01;	5.81401e-01
5.90705e-01;	4.95358e-01;	4.97133e-01;	4.85710e-01
3.33194e-01;	2.53126e-01;	5.76491e-01;	5.07043e-01
2.84254e-01;	1.15392e-01;	5.97559e-01;	5.20506e-01
9.43982e-02;	6.62395e-01;	6.24693e-01;	4.71598e-01
2.34302e-01;	6.10033e-01;	4.56716e-01;	4.90907e-01
2.51395e-01;	7.16249e-01;	4.94398e-01;	5.59423e-01
9.62869e-01;	7.82878e-01;	5.27296e-01;	5.09974e-01
5.75040e-01;	5.87801e-01;	4.76043e-01;	5.11118e-01
5.54015e-01;	5.89265e-01;	5.06657e-01;	5.23012e-01
9.89611e-01;	7.17993e-01;	5.94065e-01;	5.26261e-01
8.20130e-01;	4.56608e-01;	5.15666e-01;	4.85563e-01
8.02038e-01;	2.95297e-01;	3.41656e-01;	4.44812e-01
2.91027e-02;	2.34489e-01;	4.93491e-01;	5.65464e-01
3.94354e-02;	3.15107e-01;	4.43581e-01;	5.23873e-01
7.81766e-01;	9.34425e-01;	4.72308e-01;	5.30768e-01
1.67331e-01;	5.19344e-01;	4.16774e-01;	4.71713e-01
3.39267e-02;	4.69510e-01;	6.00555e-01;	4.77227e-01
9.81596e-01;	6.59317e-01;	4.03546e-01;	4.79369e-01
6.84812e-01;	2.92832e-01;	6.04047e-01;	4.99545e-01
8.96578e-01;	2.19775e-01;	5.68248e-01;	4.96554e-01
6.62833e-02;	4.45207e-01;	4.44173e-01;	4.46636e-01
7.59237e-03;	3.65838e-01;	4.19167e-01;	4.62890e-01
7.10954e-01;	4.26161e-01;	5.27011e-01;	4.91818e-01
4.15940e-01;	7.94748e-02;	5.34749e-01;	5.00163e-01
8.84158e-01;	5.09667e-01;	5.87537e-01;	4.59530e-01
4.72217e-01;	5.52488e-01;	4.95815e-01;	5.10347e-01
5.87572e-01;	4.27726e-01;	5.04203e-01;	4.71368e-01
8.34075e-01;	3.99324e-01;	3.74185e-01;	5.02722e-01
9.75839e-01;	7.45716e-01;	3.04172e-01;	4.84515e-01
3.43609e-01;	3.23991e-01;	5.05253e-01;	5.45613e-01
4.22904e-01;	5.80392e-01;	4.01496e-01;	5.27254e-01
4.27996e-01;	5.38908e-01;	5.35896e-01;	5.21464e-01
7.22254e-01;	4.67848e-01;	6.54602e-01;	4.63702e-01
2.14643e-01;	7.56278e-01;	6.35370e-01;	5.17466e-01
2.21849e-01;	6.70485e-01;	4.05861e-01;	4.90490e-01
7.90977e-01;	5.80631e-01;	4.86157e-01;	4.71292e-01
9.13085e-01;	6.16345e-01;	5.57358e-01;	4.33354e-01
7.74042e-01;	7.49784e-01;	5.45391e-01;	5.21947e-01
7.15853e-01;	5.53336e-01;	5.20326e-01;	4.50119e-01
6.71867e-02;	3.97367e-01;	3.80251e-01;	4.96998e-01
4.39933e-01;	6.02670e-01;	3.22335e-01;	5.16200e-01
3.56378e-01;	3.94600e-01;	4.03262e-01;	4.63060e-01
3.89994e-01;	7.51969e-01;	5.30441e-01;	4.98859e-01
6.81875e-01;	4.24255e-01;	5.03349e-01;	4.60676e-01
4.06985e-01;	1.24446e-01;	4.16937e-01;	5.38522e-01
9.14653e-01;	3.37208e-01;	4.31747e-01;	4.88836e-01
4.14834e-01;	7.96255e-01;	4.79258e-01;	4.72213e-01
1.17164e-01;	5.05591e-01;	4.34244e-01;	4.56335e-01
3.75077e-01;	6.20302e-01;	4.61827e-01;	4.86112e-01
9.73860e-01;	3.59226e-01;	5.31736e-01;	4.88577e-01
6.58333e-01;	5.04190e-01;	4.06912e-01;	5.13272e-01
7.40052e-01;	2.27678e-01;	5.46149e-01;	5.02213e-01
6.97675e-01;	7.76895e-01;	6.74791e-01;	5.11715e-01
7.83752e-01;	4.61248e-01;	5.29906e-01;	4.60582e-01
7.88529e-01;	5.28533e-01;	5.84060e-01;	4.87391e-01
3.38063e-01;	3.64857e-01;	6.60747e-01;	4.73612e-01
3.23871e-02;	2.97436e-01;	3.31536e-01;	5.63090e-01
9.17930e-01;	8.65476e-01;	3.45225e-01;	4.45583e-01
5.61882e-01;	3.61893e-01;	5.35662e-01;	5.28398e-01
9.54726e-01;	8.53386e-01;	5.16154e-01;	4.96755e-01
1.40623e-01;	5.20259e-01;	4.87514e-01;	4.98372e-01
3.56851e-01;	3.72497e-01;	6.04350e-01;	4.64593e-01
2.62020e-01;	7.95116e-01;	5.15099e-01;	4.95052e-01
6.56284e-01;	6.48321e-01;	3.84768e-01;	5.15998e-01
4.48715e-01;	5.27390e-01;	3.63514e-01;	4.99354e-01
5.74368e-03;	4.81151e-01;	5.66834e-01;	4.93602e-01
6.02682e-01;	3.03508e-01;	5.13356e-01;	4.59968e-01
3.58234e-02;	6.81697e-01;	5.58845e-01;	5.09220e-01
8.70119e-01;	2.58883e-01;	5.60999e-01;	5.61758e-01
4.64803e-01;	3.44207e-01;	5.41643e-01;	6.11630e-01
5.86401e-01;	3.01766e-01;	5.01222e-01;	4.92294e-01
3.23425e-01;	3.83021e-01;	4.73421e-01;	5.03218e-01
8.20557e-01;	5.63861e-01;	4.24502e-01;	5.24806e-01
4.87316e-01;	4.12306e-01;	4.69013e-01;	5.40780e-01
3.22812e-01;	5.32405e-01;	4.94100e-01;	5.41793e-01
8.91569e-01;	4.90050e-01;	4.08603e-01;	4.73855e-01
8.42513e-01;	3.50960e-01;	4.53993e-01;	4.93601e-01
1.98954e-01;	6.27620e-01;	5.75407e-01;	5.12265e-01
8.19546e-01;	4.67730e-01;	5.51292e-01;	4.89908e-01
4.13448e-01;	5.00917e-01;	5.44608e-01;	5.03448e-01
8.45198e-01;	3.89220e-01;	5.98507e-01;	4.62275e-01
4.49005e-02;	5.67684e-01;	4.41629e-01;	4.93547e-01
5.82765e-01;	5.07936e-01;	5.89574e-01;	5.29564e-01
8.56144e-01;	1.17543e-01;	5.59001e-01;	5.26921e-01
6.19868e-01;	7.57524e-01;	5.04670e-01;	4.61674e-01
2.85635e-01;	4.97192e-01;	3.99194e-01;	4.58907e-01
4.78213e-01;	5.06473e-01;	6.81585e-01;	4.69100e-01
4.97847e-01;	6.11883e-01;	4.69626e-01;	4.92363e-01
3.73458e-01;	4.11571e-01;	3.83563e-01;	5.52879e-01
3.51056e-01;	5.36968e-01;	5.20192e-01;	4.66606e-01
8.37962e-01;	3.69350e-01;	4.63134e-01;	4.78527e-01
9.40932e-02;	6.05489e-01;	3.39610e-01;	5.42342e-01
8.07407e-01;	3.59137e-01;	3.92820e-01;	5.30159e-01
6.28681e-01;	4.68107e-01;	5.10401e-01;	4.85450e-01
4.00042e-02;	8.41252e-01;	3.92110e-01;	4.82589e-01
7.46820e-01;	8.71064e-01;	5.60682e-01;	5.38481e-01
4.30986e-01;	5.97136e-01;	4.66462e-01;	5.19452e-01
